;config_322_avg;config_322_std;config_322_run_0;config_322_run_1;config_322_run_2
Standard_Acc;81,2967;0,1517;81,2100;81,5100;81,1700
RMSCE;0,0223;0,0017;0,0213;0,0247;0,0208
gaussian_noise;61,6047;0,5258;61,4560;61,0480;62,3100
shot_noise;65,2927;0,7769;65,0080;64,5160;66,3540
impulse_noise;67,0087;1,1520;65,3800;67,8580;67,7880
defocus_blur;76,5380;0,3591;76,3400;77,0420;76,2320
glass_blur;64,5393;0,2437;64,7820;64,2060;64,6300
motion_blur;73,1113;0,2046;72,8220;73,2540;73,2580
zoom_blur;74,2060;0,2463;73,9780;74,5480;74,0920
snow;72,2987;0,0285;72,3080;72,2600;72,3280
frost;72,8000;0,3049;72,7040;72,4840;73,2120
fog;75,2233;0,1021;75,2800;75,3100;75,0800
brightness;79,9073;0,1391;79,8040;80,1040;79,8140
contrast;76,3733;0,1930;76,1040;76,5460;76,4700
elastic_transform;72,3453;0,1059;72,1980;72,3960;72,4420
pixelate;72,3067;0,2453;72,0680;72,6440;72,2080
jpeg_compression;62,5473;0,4975;62,7800;61,8560;63,0060
speckle_noise;65,7160;0,7507;65,4540;64,9560;66,7380
gaussian_blur;74,2420;0,4058;74,1220;74,7880;73,8160
spatter;73,6960;0,1487;73,5100;73,8740;73,7040
saturate;75,3880;0,0863;75,4020;75,4860;75,2760
blue_noise;62,3160;0,7525;61,9520;61,6320;63,3640
brownish_noise;44,8453;0,2527;44,8800;44,5200;45,1360
checkerboard_cutout;66,0973;0,2355;65,7820;66,3480;66,1620
circular_motion_blur;75,4773;0,2074;75,4760;75,7320;75,2240
inverse_sparkles;46,1067;0,5021;46,5200;45,4000;46,4000
lines;55,1840;0,5810;55,3980;54,3900;55,7640
pinch_and_twirl;75,2447;0,3192;74,9580;75,0860;75,6900
ripple;66,2627;0,6345;65,4000;66,9080;66,4800
sparkles;67,6447;0,0426;67,5860;67,6860;67,6620
transverse_chromatic_abberation;55,6193;0,3423;55,4820;55,2860;56,0900
Acc_C-all-19;71,3234;0,1560;71,1316;71,3251;71,5136
Acc_C-original-15;71,0735;0,1691;70,8675;71,0715;71,2816
Acc_C-bar-10;61,4798;0,2252;61,3434;61,2988;61,7972
Acc_all-ex-pixelwise-noise-24;68,6669;0,0765;68,5702;68,6731;68,7573
RMSCE_C;0,0412;0,0056;0,0489;0,0388;0,0359
Combined_Noise;69,3167;0,3014;69,0200;69,2000;69,7300
