;config_366_avg;config_366_std;config_366_run_0;config_366_run_1;config_366_run_2
Standard_Acc;81,2333;0,2595;80,8700;81,3700;81,4600
RMSCE;0,0188;0,0028;0,0156;0,0224;0,0183
gaussian_noise;62,9487;0,9036;63,4660;61,6780;63,7020
shot_noise;66,5173;0,9863;67,1280;65,1260;67,2980
impulse_noise;65,1133;2,7771;65,7080;61,4540;68,1780
defocus_blur;76,2913;0,2491;76,0640;76,6380;76,1720
glass_blur;63,9633;0,8810;63,9100;62,9120;65,0680
motion_blur;72,2213;0,3243;71,7900;72,5720;72,3020
zoom_blur;73,9240;0,3577;73,4420;74,2980;74,0320
snow;71,5153;0,6899;71,0660;70,9900;72,4900
frost;71,8227;0,7016;71,6700;71,0500;72,7480
fog;75,1980;0,2920;74,8620;75,1580;75,5740
brightness;79,7160;0,2093;79,5700;79,5660;80,0120
contrast;75,6767;0,3766;75,4900;75,3380;76,2020
elastic_transform;72,1987;0,2385;72,0300;72,0300;72,5360
pixelate;71,1320;0,0417;71,0800;71,1820;71,1340
jpeg_compression;61,7080;0,6154;61,8540;60,8920;62,3780
speckle_noise;66,9300;0,9351;67,3320;65,6380;67,8200
gaussian_blur;73,8067;0,3599;73,6320;74,3080;73,4800
spatter;73,8093;0,4163;73,9120;73,2560;74,2600
saturate;75,6040;0,2092;75,6160;75,3420;75,8540
blue_noise;62,2567;0,7250;63,2080;62,1120;61,4500
brownish_noise;44,5867;1,5653;46,7640;43,1520;43,8440
checkerboard_cutout;66,7107;0,4186;67,1080;66,1320;66,8920
circular_motion_blur;75,0347;0,2367;75,1980;75,2060;74,7000
inverse_sparkles;45,9240;0,8426;46,0720;44,8260;46,8740
lines;55,7767;1,0010;56,0180;54,4480;56,8640
pinch_and_twirl;75,0347;0,4908;74,8360;74,5580;75,7100
ripple;66,1927;1,3937;67,5360;66,7700;64,2720
sparkles;68,0300;0,2726;68,1020;67,6660;68,3220
transverse_chromatic_abberation;54,5067;1,2097;56,1960;53,4280;53,8960
Acc_C-all-19;71,0577;0,4690;71,0327;70,4962;71,6442
Acc_C-original-15;70,6631;0,5170;70,6087;70,0589;71,3217
Acc_C-bar-10;61,4053;0,5273;62,1038;60,8298;61,2824
Acc_all-ex-pixelwise-noise-24;68,3493;0,2571;68,4924;67,9883;68,5673
RMSCE_C;0,0459;0,0063;0,0370;0,0508;0,0499
Combined_Noise;69,7933;0,4165;69,3300;69,7100;70,3400
