;config_350_avg;config_350_std;config_350_run_0;config_350_run_1;config_350_run_2
Standard_Acc;82,0867;0,1652;82,3200;81,9800;81,9600
RMSCE;0,0227;0,0017;0,0250;0,0209;0,0222
gaussian_noise;60,8393;1,0491;61,3960;59,3700;61,7520
shot_noise;64,9207;1,1119;65,4280;63,3780;65,9560
impulse_noise;65,3720;0,3952;65,1720;65,0200;65,9240
defocus_blur;77,1547;0,2227;77,4660;76,9580;77,0400
glass_blur;63,8307;0,2928;64,2300;63,7260;63,5360
motion_blur;72,2347;0,4017;71,7620;72,1980;72,7440
zoom_blur;74,2800;0,1585;74,3360;74,4400;74,0640
snow;71,6927;0,1444;71,8960;71,5740;71,6080
frost;71,4820;0,3769;71,8880;70,9800;71,5780
fog;75,8807;0,1261;75,9900;75,9480;75,7040
brightness;80,5907;0,1811;80,8340;80,4000;80,5380
contrast;76,7573;0,1976;76,8140;76,4920;76,9660
elastic_transform;72,3573;0,0703;72,4100;72,4040;72,2580
pixelate;68,0573;1,3584;66,4380;67,9720;69,7620
jpeg_compression;60,9033;0,9378;61,1920;59,6380;61,8800
speckle_noise;65,5920;1,1595;66,0640;63,9960;66,7160
gaussian_blur;74,8147;0,2034;75,1020;74,6600;74,6820
spatter;74,7687;0,2251;74,7340;74,5120;75,0600
saturate;76,2593;0,1597;76,2960;76,0480;76,4340
blue_noise;64,6927;0,3177;64,4640;65,1420;64,4720
brownish_noise;43,8227;0,9472;43,9600;42,6000;44,9080
checkerboard_cutout;67,9767;0,8546;68,4040;66,7840;68,7420
circular_motion_blur;75,6700;0,1669;75,5540;75,5500;75,9060
inverse_sparkles;45,8127;0,7515;46,8680;45,3940;45,1760
lines;55,6667;0,4872;55,5900;55,1120;56,2980
pinch_and_twirl;75,6807;0,1262;75,8060;75,7280;75,5080
ripple;64,8973;1,1879;64,5880;63,6220;66,4820
sparkles;68,4187;0,5101;69,0000;67,7580;68,4980
transverse_chromatic_abberation;51,9613;0,6951;51,4480;52,9440;51,4920
Acc_C-all-19;70,9362;0,3174;71,0236;70,5113;71,2738
Acc_C-original-15;70,4236;0,2973;70,4835;70,0332;70,7540
Acc_C-bar-10;61,4599;0,2899;61,5682;61,0634;61,7482
Acc_all-ex-pixelwise-noise-24;68,3738;0,2333;68,4419;68,0601;68,6193
RMSCE_C;0,0596;0,0013;0,0601;0,0578;0,0609
Combined_Noise;70,5367;0,1901;70,7000;70,2700;70,6400
