;config_163_avg
Standard_Acc;67,5400
RMSCE;0,0353
gaussian_noise;48,5880
shot_noise;50,7080
impulse_noise;53,9260
defocus_blur;63,0300
glass_blur;56,6300
motion_blur;59,2560
zoom_blur;61,0860
snow;58,4380
frost;60,2440
fog;59,9560
brightness;63,9820
contrast;56,2860
elastic_transform;59,3420
pixelate;64,2020
jpeg_compression;51,1120
speckle_noise;48,5120
gaussian_blur;61,2260
spatter;59,0020
saturate;62,4140
blue_noise;53,2600
brownish_noise;31,8940
checkerboard_cutout;49,2260
circular_motion_blur;53,3980
inverse_sparkles;43,1400
lines;43,6580
pinch_and_twirl;63,2440
ripple;57,8380
sparkles;50,0760
transverse_chromatic_abberation;50,0100
Acc_C-all-19;57,7863
Acc_C-original-15;57,7857
Acc_C-bar-10;49,5744
Acc_all-ex-pixelwise-noise-24;55,7788
RMSCE_C;0,0800
Combined_Noise;45,2400
