;config_343_avg;config_343_std;config_343_run_0;config_343_run_1;config_343_run_2
Standard_Acc;82,2733;0,2167;82,0000;82,5300;82,2900
RMSCE;0,0258;0,0063;0,0344;0,0194;0,0235
gaussian_noise;53,5480;0,5709;53,3860;54,3140;52,9440
shot_noise;59,5933;0,3735;59,3840;60,1180;59,2780
impulse_noise;64,3627;0,6059;63,8900;63,9800;65,2180
defocus_blur;77,2247;0,6083;76,6020;77,0220;78,0500
glass_blur;58,6187;0,5725;59,2780;58,6960;57,8820
motion_blur;71,1573;0,3682;70,8920;70,9020;71,6780
zoom_blur;74,7213;0,5428;74,1480;74,5660;75,4500
snow;70,2620;0,2629;69,9380;70,5820;70,2660
frost;67,7587;0,2218;67,8020;68,0060;67,4680
fog;75,3127;0,2714;75,1600;75,0840;75,6940
brightness;80,8827;0,1226;80,7200;80,9120;81,0160
contrast;76,7207;0,2626;76,5340;76,5360;77,0920
elastic_transform;71,5973;0,0843;71,6380;71,6740;71,4800
pixelate;60,0867;1,0969;59,8240;58,8940;61,5420
jpeg_compression;58,2640;0,2841;58,2040;57,9500;58,6380
speckle_noise;60,8073;0,3074;60,5300;61,2360;60,6560
gaussian_blur;74,9893;0,8850;74,0780;74,7020;76,1880
spatter;74,6700;0,3219;74,3080;75,0900;74,6120
saturate;76,1087;0,1128;76,0360;76,0220;76,2680
blue_noise;67,4840;0,9278;68,1560;66,1720;68,1240
brownish_noise;43,1120;1,3877;44,8720;42,9840;41,4800
checkerboard_cutout;68,3647;0,3046;68,7340;68,3720;67,9880
circular_motion_blur;75,8253;0,3611;75,3520;76,2280;75,8960
inverse_sparkles;42,1667;0,1935;42,0420;42,4400;42,0180
lines;54,4107;0,2327;54,2180;54,7380;54,2760
pinch_and_twirl;75,1067;0,5395;75,3440;75,6160;74,3600
ripple;63,4787;0,3870;63,0040;63,4800;63,9520
sparkles;67,6193;0,1721;67,3760;67,7460;67,7360
transverse_chromatic_abberation;50,5513;1,2401;48,9040;50,8540;51,8960
Acc_C-all-19;68,7729;0,1954;68,5448;68,7519;69,0221
Acc_C-original-15;68,0074;0,1762;67,8267;67,9491;68,2464
Acc_C-bar-10;60,8119;0,0378;60,8002;60,8630;60,7726
Acc_all-ex-pixelwise-noise-24;67,0421;0,1347;66,8753;67,0457;67,2052
RMSCE_C;0,0796;0,0040;0,0852;0,0777;0,0760
Combined_Noise;67,3833;0,4228;67,1900;67,9700;66,9900
