;config_351_avg;config_351_std;config_351_run_0;config_351_run_1;config_351_run_2
Standard_Acc;82,2633;0,0450;82,2900;82,3000;82,2000
RMSCE;0,0234;0,0039;0,0182;0,0275;0,0246
gaussian_noise;60,4380;1,2150;60,0620;62,0780;59,1740
shot_noise;64,3120;0,9532;64,2740;65,4980;63,1640
impulse_noise;65,7593;1,0674;66,6740;66,3420;64,2620
defocus_blur;77,0653;0,3132;77,1940;77,3680;76,6340
glass_blur;63,5773;0,3651;64,0320;63,5620;63,1380
motion_blur;72,1973;0,3602;72,4520;72,4520;71,6880
zoom_blur;74,5067;0,3259;74,8440;74,6100;74,0660
snow;71,3660;0,3573;71,8700;71,0820;71,1460
frost;71,4540;0,4544;72,0940;71,1840;71,0840
fog;75,7107;0,3462;76,0920;75,7860;75,2540
brightness;80,7740;0,0714;80,8020;80,8440;80,6760
contrast;76,5500;0,4513;77,1640;76,3940;76,0920
elastic_transform;72,4193;0,3319;72,4960;72,7820;71,9800
pixelate;67,6420;2,0936;69,3360;64,6920;68,8980
jpeg_compression;60,2887;0,4856;60,7520;60,4960;59,6180
speckle_noise;64,8333;0,6921;65,0580;65,5460;63,8960
gaussian_blur;74,6580;0,2535;74,8540;74,8200;74,3000
spatter;74,8293;0,2168;75,1220;74,6040;74,7620
saturate;76,4287;0,1719;76,5080;76,5880;76,1900
blue_noise;63,9520;1,8601;66,2420;61,6860;63,9280
brownish_noise;44,7587;0,1930;44,8640;44,9240;44,4880
checkerboard_cutout;68,1687;0,2578;67,8740;68,5020;68,1300
circular_motion_blur;76,0720;0,2137;75,8900;76,3720;75,9540
inverse_sparkles;45,3327;0,2944;45,6720;45,3720;44,9540
lines;55,5540;0,9510;56,8020;55,3640;54,4960
pinch_and_twirl;75,7413;0,2912;75,8540;76,0280;75,3420
ripple;65,2460;1,0390;66,2940;63,8300;65,6140
sparkles;68,1273;0,3010;68,4380;67,7200;68,2240
transverse_chromatic_abberation;53,5020;1,2702;53,2820;55,1560;52,0680
Acc_C-all-19;70,7795;0,3439;71,1411;70,8804;70,3169
Acc_C-original-15;70,2707;0,3648;70,6759;70,3447;69,7916
Acc_C-bar-10;61,6455;0,3439;62,1212;61,4954;61,3198
Acc_all-ex-pixelwise-noise-24;68,4154;0,2718;68,7742;68,3555;68,1165
RMSCE_C;0,0608;0,0026;0,0595;0,0644;0,0585
Combined_Noise;69,9100;0,5911;70,1000;70,5200;69,1100
