;config_564_avg;config_564_std;config_564_run_0;config_564_run_1;config_564_run_2
Standard_Acc;81,8567;0,1866;82,1200;81,7400;81,7100
RMSCE;0,0228;0,0037;0,0256;0,0253;0,0176
gaussian_noise;61,5607;0,8597;61,0640;60,8480;62,7700
shot_noise;65,3447;0,7811;65,0500;64,5700;66,4140
impulse_noise;65,6753;1,8668;66,0900;63,2100;67,7260
defocus_blur;77,0593;0,3050;76,8860;77,4880;76,8040
glass_blur;64,2773;0,3954;64,1060;63,9020;64,8240
motion_blur;72,7773;0,2259;72,4640;72,9880;72,8800
zoom_blur;74,5113;0,5483;74,1820;75,2840;74,0680
snow;72,1200;0,2884;72,5180;71,8440;71,9980
frost;72,0887;0,1599;72,2980;72,0580;71,9100
fog;75,8853;0,0879;76,0040;75,7940;75,8580
brightness;80,2467;0,0794;80,3560;80,2140;80,1700
contrast;76,2907;0,1599;76,1060;76,2700;76,4960
elastic_transform;72,5020;0,2509;72,1800;72,5340;72,7920
pixelate;71,0267;0,1180;71,1920;70,9240;70,9640
jpeg_compression;61,9787;0,1126;62,0160;62,0940;61,8260
speckle_noise;65,7433;0,8597;65,1820;65,0900;66,9580
gaussian_blur;74,6747;0,4578;74,3620;75,3220;74,3400
spatter;74,4973;0,1321;74,5580;74,6200;74,3140
saturate;76,0373;0,1364;76,2260;75,9780;75,9080
blue_noise;62,9320;0,2550;62,8320;63,2820;62,6820
brownish_noise;44,8407;1,1250;46,1900;44,8960;43,4360
checkerboard_cutout;67,5660;0,2185;67,4340;67,3900;67,8740
circular_motion_blur;75,8740;0,2129;75,5780;75,9740;76,0700
inverse_sparkles;46,2933;0,2228;46,3460;45,9980;46,5360
lines;56,2633;0,4636;56,5240;55,6120;56,6540
pinch_and_twirl;75,5280;0,4292;75,6840;74,9420;75,9580
ripple;66,2087;0,3411;66,0420;66,6840;65,9000
sparkles;68,3860;0,1701;68,5200;68,1460;68,4920
transverse_chromatic_abberation;55,6967;1,8635;55,0520;58,2320;53,8060
Acc_C-all-19;71,2788;0,1800;71,2021;71,1069;71,5274
Acc_C-original-15;70,8896;0,2073;70,8341;70,6681;71,1667
Acc_C-bar-10;61,9589;0,1590;62,0202;62,1156;61,7408
Acc_all-ex-pixelwise-noise-24;68,8596;0,0905;68,8677;68,9662;68,7449
RMSCE_C;0,0568;0,0060;0,0565;0,0643;0,0497
Combined_Noise;70,2067;0,2831;70,3100;69,8200;70,4900
