;config_345_avg;config_345_std;config_345_run_0;config_345_run_1;config_345_run_2
Standard_Acc;82,4333;0,3190;82,0100;82,5100;82,7800
RMSCE;0,0224;0,0024;0,0190;0,0240;0,0243
gaussian_noise;57,1040;1,5797;59,3380;56,0040;55,9700
shot_noise;62,2533;0,8935;63,5140;61,5480;61,6980
impulse_noise;65,9093;0,9748;64,8480;65,6780;67,2020
defocus_blur;77,7433;0,2522;77,5660;77,5640;78,1000
glass_blur;62,4353;0,6545;62,1780;61,7940;63,3340
motion_blur;72,4413;0,2870;72,6260;72,0360;72,6620
zoom_blur;75,0800;0,1133;75,1680;75,1520;74,9200
snow;71,6433;0,0989;71,7680;71,6360;71,5260
frost;70,9327;0,3062;71,0820;70,5060;71,2100
fog;76,1127;0,2228;75,8100;76,3400;76,1880
brightness;80,9807;0,1920;80,8060;80,8880;81,2480
contrast;76,9987;0,2831;76,6980;76,9200;77,3780
elastic_transform;72,3827;0,1756;72,3780;72,1700;72,6000
pixelate;65,0440;1,3672;63,3480;66,6960;65,0880
jpeg_compression;60,3547;0,8024;61,3020;59,3400;60,4220
speckle_noise;63,1907;0,6528;64,1100;62,6580;62,8040
gaussian_blur;75,5647;0,4412;75,2780;75,2280;76,1880
spatter;75,1367;0,5156;74,8180;74,7280;75,8640
saturate;76,5067;0,2575;76,2000;76,4900;76,8300
blue_noise;65,8687;1,0249;66,1280;64,5040;66,9740
brownish_noise;43,5867;0,5428;43,0280;44,3220;43,4100
checkerboard_cutout;68,7520;0,5233;68,1720;68,6440;69,4400
circular_motion_blur;75,6727;0,2886;75,6520;76,0360;75,3300
inverse_sparkles;44,6300;0,3913;44,7640;45,0280;44,0980
lines;54,8060;0,1070;54,8980;54,6560;54,8640
pinch_and_twirl;75,8020;0,3316;75,9440;75,3440;76,1180
ripple;64,2573;0,6586;63,3360;64,8360;64,6000
sparkles;67,8213;0,3435;67,3640;67,9080;68,1920
transverse_chromatic_abberation;51,8380;0,7132;51,2240;51,4520;52,8380
Acc_C-all-19;70,4113;0,1730;70,4651;70,1777;70,5912
Acc_C-original-15;69,8277;0,1513;69,8953;69,6181;69,9697
Acc_C-bar-10;61,3035;0,2196;61,0510;61,2730;61,5864
Acc_all-ex-pixelwise-noise-24;68,1885;0,1893;67,9753;68,1547;68,4353
RMSCE_C;0,0682;0,0047;0,0625;0,0680;0,0739
Combined_Noise;69,1367;0,3474;69,5500;69,1600;68,7000
