;config_364_avg;config_364_std;config_364_run_0;config_364_run_1;config_364_run_2
Standard_Acc;81,1733;0,1744;80,9300;81,3300;81,2600
RMSCE;0,0210;0,0022;0,0201;0,0189;0,0241
gaussian_noise;61,4787;0,3296;61,3940;61,9180;61,1240
shot_noise;65,1520;0,3217;64,8320;65,5920;65,0320
impulse_noise;64,1147;1,5142;65,0140;61,9820;65,3480
defocus_blur;76,3080;0,2570;76,6440;76,0200;76,2600
glass_blur;63,8580;0,2586;63,8960;63,5240;64,1540
motion_blur;71,7800;0,6431;72,5280;70,9580;71,8540
zoom_blur;73,7340;0,4523;74,2880;73,1800;73,7340
snow;71,3687;0,1774;71,3140;71,1840;71,6080
frost;71,0800;0,3291;71,3600;70,6180;71,2620
fog;74,8333;0,1547;75,0400;74,7920;74,6680
brightness;79,7753;0,2883;79,7680;80,1320;79,4260
contrast;75,4827;0,2623;75,7240;75,6060;75,1180
elastic_transform;71,6567;0,3247;71,9400;71,2020;71,8280
pixelate;71,0093;0,2738;70,6660;71,3360;71,0260
jpeg_compression;60,9733;0,8000;61,5500;59,8420;61,5280
speckle_noise;65,4173;0,2712;65,0380;65,6560;65,5580
gaussian_blur;74,0340;0,4715;74,6240;73,4700;74,0080
spatter;73,6667;0,1224;73,4940;73,7640;73,7420
saturate;75,4360;0,2219;75,7340;75,2020;75,3720
blue_noise;61,9320;2,1536;60,9960;59,8900;64,9100
brownish_noise;43,4853;0,4017;44,0320;43,0780;43,3460
checkerboard_cutout;66,6660;0,6075;66,7300;65,8920;67,3760
circular_motion_blur;75,0600;0,4491;75,6100;75,0600;74,5100
inverse_sparkles;45,2280;0,3617;45,0520;44,9000;45,7320
lines;55,5053;0,1007;55,6460;55,4160;55,4540
pinch_and_twirl;75,0913;0,1583;75,1620;74,8720;75,2400
ripple;66,0973;1,1539;67,0160;64,4700;66,8060
sparkles;67,9233;0,1259;68,0940;67,7940;67,8820
transverse_chromatic_abberation;54,2187;0,0515;54,1460;54,2600;54,2500
Acc_C-all-19;70,5873;0,1985;70,7815;70,3146;70,6658
Acc_C-original-15;70,1736;0,2289;70,3972;69,8591;70,2647
Acc_C-bar-10;61,1207;0,4131;61,2484;60,5632;61,5506
Acc_all-ex-pixelwise-noise-24;68,0946;0,2362;68,3358;67,7738;68,1743
RMSCE_C;0,0504;0,0022;0,0534;0,0484;0,0495
Combined_Noise;69,5233;0,2301;69,3000;69,8400;69,4300
