;config_323_avg;config_323_std;config_323_run_0;config_323_run_1;config_323_run_2
Standard_Acc;80,8967;0,1103;80,9000;81,0300;80,7600
RMSCE;0,0206;0,0020;0,0179;0,0215;0,0225
gaussian_noise;62,1720;0,6971;63,1560;61,6280;61,7320
shot_noise;65,5987;0,6755;66,5040;65,4100;64,8820
impulse_noise;67,2947;0,6131;66,7120;68,1420;67,0300
defocus_blur;76,4680;0,1688;76,5440;76,2340;76,6260
glass_blur;64,7753;0,6619;64,5460;65,6760;64,1040
motion_blur;73,2627;0,1472;73,4680;73,1900;73,1300
zoom_blur;74,4367;0,2589;74,3860;74,1480;74,7760
snow;72,2073;0,3713;72,2380;72,6460;71,7380
frost;72,7327;0,7920;72,9900;73,5480;71,6600
fog;75,0067;0,2250;75,3180;74,9080;74,7940
brightness;79,4233;0,2312;79,1460;79,7120;79,4120
contrast;76,1067;0,1987;76,3020;76,1840;75,8340
elastic_transform;72,3780;0,2632;72,6400;72,4760;72,0180
pixelate;72,7520;0,7245;72,5820;73,7120;71,9620
jpeg_compression;63,0007;0,9001;63,4780;63,7840;61,7400
speckle_noise;65,7753;0,8207;66,7720;65,7920;64,7620
gaussian_blur;74,3347;0,2656;74,3880;73,9860;74,6300
spatter;73,2707;0,1926;73,4320;73,3800;73,0000
saturate;75,2647;0,0772;75,1940;75,3720;75,2280
blue_noise;62,6860;0,7547;62,6580;61,7760;63,6240
brownish_noise;45,0340;0,7724;45,2340;44,0040;45,8640
checkerboard_cutout;65,4327;0,3106;65,8020;65,0420;65,4540
circular_motion_blur;75,2627;0,1688;75,3780;75,0240;75,3860
inverse_sparkles;47,1493;1,4158;46,9980;48,9540;45,4960
lines;55,2340;0,3248;55,5520;55,3620;54,7880
pinch_and_twirl;74,9247;0,3048;75,1560;75,1240;74,4940
ripple;67,2887;0,2499;67,2980;67,5900;66,9780
sparkles;67,0640;0,5196;67,3560;67,5020;66,3340
transverse_chromatic_abberation;57,4807;0,7613;57,1560;56,7540;58,5320
Acc_C-all-19;71,3821;0,2681;71,5682;71,5752;71,0031
Acc_C-original-15;71,1744;0,2936;71,3340;71,4265;70,7625
Acc_C-bar-10;61,7557;0,0733;61,8588;61,7132;61,6950
Acc_all-ex-pixelwise-noise-24;68,7621;0,1883;68,8576;68,9297;68,4991
RMSCE_C;0,0367;0,0020;0,0340;0,0372;0,0389
Combined_Noise;68,5333;0,3916;68,9700;68,6100;68,0200
