;config_553_avg;config_553_std;config_553_run_0;config_553_run_1;config_553_run_2
Standard_Acc;82,2567;0,1382;82,4000;82,0700;82,3000
RMSCE;0,0218;0,0022;0,0223;0,0189;0,0241
gaussian_noise;60,5800;2,4006;62,5080;57,1960;62,0360
shot_noise;64,6213;2,1626;66,2660;61,5660;66,0320
impulse_noise;65,0527;1,3929;67,0200;64,1560;63,9820
defocus_blur;77,4440;0,1686;77,2460;77,4280;77,6580
glass_blur;64,0747;0,3951;64,3640;63,5160;64,3440
motion_blur;72,7340;0,2066;72,9900;72,4840;72,7280
zoom_blur;74,7967;0,1984;74,5520;75,0380;74,8000
snow;71,9507;0,3106;72,3600;71,6080;71,8840
frost;72,0440;0,3251;72,3080;71,5860;72,2380
fog;75,9893;0,2225;76,3020;75,8020;75,8640
brightness;80,6807;0,1209;80,8300;80,6780;80,5340
contrast;76,5780;0,2219;76,8300;76,6140;76,2900
elastic_transform;72,5593;0,2493;72,8720;72,2620;72,5440
pixelate;68,4713;1,2814;68,6800;66,8080;69,9260
jpeg_compression;61,6353;0,6834;61,9000;60,6980;62,3080
speckle_noise;65,1187;2,0539;66,5560;62,2140;66,5860
gaussian_blur;75,2080;0,4318;74,5980;75,4880;75,5380
spatter;74,9307;0,0673;75,0220;74,8620;74,9080
saturate;76,3387;0,1287;76,5200;76,2340;76,2620
blue_noise;63,3127;0,8655;62,1340;64,1880;63,6160
brownish_noise;44,3833;0,4451;44,7100;43,7540;44,6860
checkerboard_cutout;68,3307;0,4248;68,4080;67,7760;68,8080
circular_motion_blur;75,7340;0,0600;75,6500;75,7860;75,7660
inverse_sparkles;45,9460;0,6331;46,5700;46,1900;45,0780
lines;56,7453;0,4011;57,1580;56,8760;56,2020
pinch_and_twirl;75,7660;0,2242;76,0220;75,4760;75,8000
ripple;65,0767;0,9335;64,7700;64,1180;66,3420
sparkles;68,3047;0,2444;68,1680;68,6480;68,0980
transverse_chromatic_abberation;53,9840;1,2583;52,5200;55,5920;53,8400
Acc_C-all-19;71,0952;0,5468;71,5644;70,3283;71,3927
Acc_C-original-15;70,6141;0,5648;71,1352;69,8293;70,8779
Acc_C-bar-10;61,7583;0,1044;61,6110;61,8404;61,8236
Acc_all-ex-pixelwise-noise-24;68,7378;0,1305;68,8062;68,5551;68,8519
RMSCE_C;0,0626;0,0007;0,0616;0,0627;0,0634
Combined_Noise;70,0567;0,6251;70,7000;69,2100;70,2600
