;config_346_avg;config_346_std;config_346_run_0;config_346_run_1;config_346_run_2
Standard_Acc;82,4267;0,1907;82,6800;82,2200;82,3800
RMSCE;0,0208;0,0055;0,0151;0,0192;0,0282
gaussian_noise;57,3473;1,8683;56,8480;55,3500;59,8440
shot_noise;62,5633;1,3832;62,0820;61,1620;64,4460
impulse_noise;64,3713;0,8262;63,3260;64,4420;65,3460
defocus_blur;77,3787;0,1636;77,1520;77,5320;77,4520
glass_blur;63,7027;0,2764;63,9100;63,3120;63,8860
motion_blur;72,1113;0,1713;72,3380;71,9240;72,0720
zoom_blur;74,7880;0,4659;74,1300;75,1460;75,0880
snow;71,8947;0,1377;71,7780;71,8180;72,0880
frost;71,3513;0,3757;71,7080;70,8320;71,5140
fog;75,5493;0,1871;75,7580;75,5860;75,3040
brightness;80,8847;0,0675;80,8400;80,9800;80,8340
contrast;76,5933;0,0825;76,6360;76,4780;76,6660
elastic_transform;72,6040;0,1542;72,3940;72,6580;72,7600
pixelate;66,7560;1,8714;68,2120;64,1140;67,9420
jpeg_compression;60,3047;0,3275;60,2920;59,9100;60,7120
speckle_noise;63,4947;1,1011;63,0220;62,4460;65,0160
gaussian_blur;75,0607;0,3346;74,5880;75,3160;75,2780
spatter;75,1680;0,0535;75,2280;75,1780;75,0980
saturate;76,2920;0,1407;76,2480;76,1460;76,4820
blue_noise;64,0640;0,2564;63,8640;63,9020;64,4260
brownish_noise;43,7800;0,1938;43,8560;43,5140;43,9700
checkerboard_cutout;68,5960;0,3353;68,1220;68,8220;68,8440
circular_motion_blur;75,6340;0,2397;75,8260;75,2960;75,7800
inverse_sparkles;46,0613;0,2752;46,4400;45,7940;45,9500
lines;56,0453;0,6459;56,5140;55,1320;56,4900
pinch_and_twirl;76,0993;0,1551;76,2040;75,8800;76,2140
ripple;64,2420;0,3354;64,6120;63,8000;64,3140
sparkles;68,5433;0,0523;68,5960;68,4720;68,5620
transverse_chromatic_abberation;52,2860;0,4844;52,8900;51,7040;52,2640
Acc_C-all-19;70,4324;0,3814;70,3416;70,0174;70,9383
Acc_C-original-15;69,8800;0,4021;69,8269;69,4163;70,3969
Acc_C-bar-10;61,5351;0,2147;61,6924;61,2316;61,6814
Acc_all-ex-pixelwise-noise-24;68,4053;0,1893;68,5113;68,1393;68,5652
RMSCE_C;0,0730;0,0039;0,0678;0,0740;0,0772
Combined_Noise;69,2433;0,5635;69,2300;68,5600;69,9400
