;config_361_avg;config_361_std;config_361_run_0;config_361_run_1;config_361_run_2
Standard_Acc;81,8500;0,1824;81,6000;81,9200;82,0300
RMSCE;0,0217;0,0019;0,0196;0,0212;0,0242
gaussian_noise;62,5520;0,7561;63,2520;61,5020;62,9020
shot_noise;66,1213;0,6174;66,6760;65,2600;66,4280
impulse_noise;67,1187;0,6699;67,4520;67,7200;66,1840
defocus_blur;76,9813;0,2049;76,9300;77,2540;76,7600
glass_blur;64,3540;0,8146;64,1320;63,4860;65,4440
motion_blur;73,0007;0,2859;72,6680;73,3660;72,9680
zoom_blur;74,5580;0,3480;74,3020;75,0500;74,3220
snow;71,8340;0,5058;71,7480;71,2620;72,4920
frost;72,1460;0,4122;72,0500;71,6960;72,6920
fog;75,8147;0,2374;75,4820;76,0200;75,9420
brightness;80,2287;0,0735;80,1400;80,3200;80,2260
contrast;76,3640;0,1500;76,1560;76,5040;76,4320
elastic_transform;72,5693;0,2102;72,3440;72,8500;72,5140
pixelate;70,8880;0,9240;70,7360;69,8400;72,0880
jpeg_compression;62,1880;0,3034;62,3320;61,7660;62,4660
speckle_noise;66,5853;0,5332;66,9920;65,8320;66,9320
gaussian_blur;74,6440;0,2625;74,7380;74,9080;74,2860
spatter;74,1587;0,2663;74,5080;73,8620;74,1060
saturate;75,8607;0,0664;75,9200;75,8940;75,7680
blue_noise;62,1367;1,9674;63,9720;63,0300;59,4080
brownish_noise;43,0193;0,5962;43,8340;42,4240;42,8000
checkerboard_cutout;67,3693;0,2281;67,4520;67,0580;67,5980
circular_motion_blur;75,7160;0,2549;75,5740;76,0740;75,5000
inverse_sparkles;45,6287;0,3095;45,4500;45,3720;46,0640
lines;55,5120;0,6510;55,5960;54,6760;56,2640
pinch_and_twirl;75,4407;0,1739;75,1960;75,5420;75,5840
ripple;66,3507;0,3745;65,8220;66,6420;66,5880
sparkles;68,3593;0,2834;68,3480;68,0180;68,7120
transverse_chromatic_abberation;53,5933;0,3776;53,5680;53,1440;54,0680
Acc_C-all-19;71,4720;0,1427;71,5031;71,2838;71,6291
Acc_C-original-15;71,1146;0,1630;71,0933;70,9264;71,3240
Acc_C-bar-10;61,3126;0,1218;61,4812;61,1980;61,2586
Acc_all-ex-pixelwise-noise-24;68,6075;0,1542;68,5427;68,4595;68,8202
RMSCE_C;0,0560;0,0023;0,0527;0,0576;0,0577
Combined_Noise;70,3433;0,3643;70,3800;69,8800;70,7700
