;config_365_avg;config_365_std;config_365_run_0;config_365_run_1;config_365_run_2
Standard_Acc;80,9267;0,2716;80,5500;81,0500;81,1800
RMSCE;0,0236;0,0041;0,0249;0,0280;0,0181
gaussian_noise;61,9607;0,5382;61,9760;61,2940;62,6120
shot_noise;65,4373;0,5252;65,2620;64,9000;66,1500
impulse_noise;66,3560;0,7492;65,3660;66,5240;67,1780
defocus_blur;76,2840;0,4676;75,6260;76,5560;76,6700
glass_blur;64,1880;0,5568;64,1040;63,5520;64,9080
motion_blur;72,4153;0,4870;71,7580;72,5660;72,9220
zoom_blur;74,1113;0,2067;73,8340;74,1700;74,3300
snow;71,5667;0,1265;71,3880;71,6480;71,6640
frost;71,8773;0,4050;71,3820;71,8760;72,3740
fog;75,0633;0,3667;74,6200;75,0520;75,5180
brightness;79,5653;0,2883;79,1740;79,6620;79,8600
contrast;75,7560;0,3808;75,2180;76,0460;76,0040
elastic_transform;72,1387;0,1291;71,9580;72,2520;72,2060
pixelate;71,5453;0,5282;71,2840;72,2820;71,0700
jpeg_compression;62,5100;0,4165;62,0060;62,4980;63,0260
speckle_noise;65,7633;0,4726;65,6080;65,2780;66,4040
gaussian_blur;73,8573;0,6121;72,9940;74,2340;74,3440
spatter;73,6280;0,1962;73,3680;73,6740;73,8420
saturate;75,6040;0,3459;75,1940;75,5780;76,0400
blue_noise;61,4087;1,3671;60,4520;63,3420;60,4320
brownish_noise;44,2780;0,8584;45,2340;43,1520;44,4480
checkerboard_cutout;66,5633;0,2315;66,8860;66,4500;66,3540
circular_motion_blur;74,9967;0,3239;74,5520;75,3140;75,1240
inverse_sparkles;46,0533;0,4508;46,6120;45,5080;46,0400
lines;55,6153;0,1312;55,6720;55,7400;55,4340
pinch_and_twirl;75,0220;0,0707;74,9900;74,9560;75,1200
ripple;67,0727;0,7372;66,4640;68,1100;66,6440
sparkles;68,1500;0,2892;67,7480;68,2860;68,4160
transverse_chromatic_abberation;54,8693;0,2351;54,5460;55,0980;54,9640
Acc_C-all-19;71,0331;0,3223;70,6379;71,0338;71,4275
Acc_C-original-15;70,7184;0,3140;70,3304;70,7252;71,0995
Acc_C-bar-10;61,4029;0,1364;61,3156;61,5956;61,2976
Acc_all-ex-pixelwise-noise-24;68,4471;0,1877;68,1922;68,5108;68,6384
RMSCE_C;0,0507;0,0069;0,0602;0,0479;0,0441
Combined_Noise;70,0267;0,2726;69,8000;69,8700;70,4100
