;config_353_avg;config_353_std;config_353_run_0;config_353_run_1;config_353_run_2
Standard_Acc;81,9233;0,1815;81,7900;81,8000;82,1800
RMSCE;0,0254;0,0040;0,0199;0,0275;0,0289
gaussian_noise;61,0953;1,3824;61,1200;59,3900;62,7760
shot_noise;64,9513;1,4201;64,8740;63,2520;66,7280
impulse_noise;65,9167;0,9904;65,9080;64,7080;67,1340
defocus_blur;77,2113;0,1834;77,3440;76,9520;77,3380
glass_blur;62,7713;0,5822;63,0000;61,9720;63,3420
motion_blur;72,2993;0,1068;72,2820;72,1780;72,4380
zoom_blur;74,6260;0,0986;74,5400;74,5740;74,7640
snow;70,7760;0,6911;71,4500;69,8260;71,0520
frost;70,4467;1,1292;71,2700;68,8500;71,2200
fog;75,4447;0,3314;75,9080;75,1520;75,2740
brightness;80,5327;0,1335;80,5000;80,3880;80,7100
contrast;76,6047;0,0989;76,4860;76,6000;76,7280
elastic_transform;72,1440;0,1397;72,3340;72,0960;72,0020
pixelate;66,6793;1,4398;68,4200;64,8940;66,7240
jpeg_compression;60,1513;0,1269;60,3300;60,0480;60,0760
speckle_noise;65,4747;1,3481;65,4940;63,8140;67,1160
gaussian_blur;75,1527;0,3854;75,3800;74,6100;75,4680
spatter;74,4887;0,2925;74,6700;74,0760;74,7200
saturate;76,0113;0,1759;75,8500;75,9280;76,2560
blue_noise;64,3300;0,8979;63,2080;64,3760;65,4060
brownish_noise;43,7620;0,0540;43,7040;43,7480;43,8340
checkerboard_cutout;67,7293;0,6605;66,8900;67,7940;68,5040
circular_motion_blur;76,0233;0,1093;75,9980;75,9040;76,1680
inverse_sparkles;43,8660;0,8051;44,0640;42,7960;44,7380
lines;54,1380;0,0679;54,1220;54,2280;54,0640
pinch_and_twirl;75,3967;0,0741;75,5000;75,3600;75,3300
ripple;64,8360;0,7554;65,6540;63,8320;65,0220
sparkles;67,9867;0,3961;68,3320;67,4320;68,1960
transverse_chromatic_abberation;51,8047;0,2256;51,8180;51,5220;52,0740
Acc_C-all-19;70,6725;0,5114;70,9032;69,9636;71,1508
Acc_C-original-15;70,1100;0,5124;70,3844;69,3920;70,5537
Acc_C-bar-10;60,9873;0,2622;60,9290;60,6992;61,3336
Acc_all-ex-pixelwise-noise-24;67,9534;0,2983;68,1603;67,5317;68,1684
RMSCE_C;0,0640;0,0049;0,0578;0,0696;0,0647
Combined_Noise;70,2400;0,8164;69,8800;69,4700;71,3700
