;config_552_avg;config_552_std;config_552_run_0;config_552_run_1;config_552_run_2
Standard_Acc;82,2600;0,1275;82,1800;82,4400;82,1600
RMSCE;0,0247;0,0050;0,0201;0,0224;0,0316
gaussian_noise;55,8567;1,9916;58,5540;55,2100;53,8060
shot_noise;61,1913;1,5381;63,3300;60,4660;59,7780
impulse_noise;64,5953;0,3463;64,4000;65,0820;64,3040
defocus_blur;77,1833;0,1784;77,4260;77,1220;77,0020
glass_blur;63,2667;0,1571;63,1180;63,1980;63,4840
motion_blur;72,3507;0,0911;72,4200;72,4100;72,2220
zoom_blur;74,4940;0,2842;74,8800;74,3980;74,2040
snow;72,1813;0,3700;71,8420;72,0060;72,6960
frost;71,7267;0,2428;71,8600;71,3860;71,9340
fog;75,7940;0,1805;75,7960;75,5720;76,0140
brightness;80,8253;0,0250;80,8140;80,8600;80,8020
contrast;76,9060;0,1580;76,8780;77,1120;76,7280
elastic_transform;72,3713;0,3436;72,8360;72,2620;72,0160
pixelate;67,2127;0,8951;67,7440;65,9520;67,9420
jpeg_compression;60,9560;0,5231;60,3440;60,9020;61,6220
speckle_noise;62,0707;1,3902;63,9820;61,5140;60,7160
gaussian_blur;74,7120;0,2918;75,1140;74,5920;74,4300
spatter;74,9567;0,0621;74,8820;75,0340;74,9540
saturate;76,3760;0,1298;76,5040;76,4260;76,1980
blue_noise;64,3013;0,8442;63,1620;64,5620;65,1800
brownish_noise;44,4273;1,6109;46,6240;42,8060;43,8520
checkerboard_cutout;68,3840;0,1191;68,5520;68,3100;68,2900
circular_motion_blur;75,8760;0,0935;75,9360;75,9480;75,7440
inverse_sparkles;45,7360;0,5634;46,4260;45,0460;45,7360
lines;56,2767;0,3615;55,7920;56,3780;56,6600
pinch_and_twirl;75,7693;0,1624;75,9960;75,6240;75,6880
ripple;65,5153;0,3199;65,3540;65,2300;65,9620
sparkles;68,2467;0,2470;68,0120;68,1400;68,5880
transverse_chromatic_abberation;52,7540;0,5996;52,3360;53,6020;52,3240
Acc_C-all-19;70,2646;0,2868;70,6697;70,0792;70,0448
Acc_C-original-15;69,7941;0,2518;70,1495;69,5959;69,6369
Acc_C-bar-10;61,7287;0,1162;61,8190;61,5646;61,8024
Acc_all-ex-pixelwise-noise-24;68,5124;0,1242;68,6453;68,3465;68,5455
RMSCE_C;0,0711;0,0069;0,0658;0,0667;0,0808
Combined_Noise;68,4400;0,5266;69,0100;68,5700;67,7400
