;config_362_avg;config_362_std;config_362_run_0;config_362_run_1;config_362_run_2
Standard_Acc;81,4067;0,0759;81,4700;81,3000;81,4500
RMSCE;0,0222;0,0016;0,0219;0,0205;0,0243
gaussian_noise;59,5920;2,3114;61,7980;60,5780;56,4000
shot_noise;63,2607;2,1328;65,4660;63,9400;60,3760
impulse_noise;65,4107;0,8483;66,4480;65,4140;64,3700
defocus_blur;76,2580;0,1422;76,0680;76,2960;76,4100
glass_blur;63,6580;1,0254;64,8380;63,7980;62,3380
motion_blur;71,8880;0,0494;71,9360;71,9080;71,8200
zoom_blur;73,5707;0,2085;73,2760;73,7100;73,7260
snow;71,4553;0,5554;71,9840;71,6940;70,6880
frost;71,2380;0,9544;72,1860;71,5960;69,9320
fog;75,0773;0,4215;75,5720;75,1180;74,5420
brightness;79,9760;0,0487;79,9920;80,0260;79,9100
contrast;76,0787;0,1402;76,2300;75,8920;76,1140
elastic_transform;71,4973;0,2296;71,2840;71,8160;71,3920
pixelate;69,9420;1,4120;71,1560;70,7080;67,9620
jpeg_compression;60,9447;0,7890;61,8960;60,9740;59,9640
speckle_noise;63,9080;1,8972;65,9580;64,3820;61,3840
gaussian_blur;73,9567;0,3451;73,6700;73,7580;74,4420
spatter;74,1153;0,4957;74,6840;73,4760;74,1860
saturate;75,5373;0,0763;75,5820;75,4300;75,6000
blue_noise;62,7713;1,4698;64,5860;60,9860;62,7420
brownish_noise;43,9153;0,3068;44,1140;43,4820;44,1500
checkerboard_cutout;66,8333;0,6699;67,2980;65,8860;67,3160
circular_motion_blur;74,9667;0,1691;74,7320;75,1240;75,0440
inverse_sparkles;45,1493;0,7377;45,7780;45,5560;44,1140
lines;54,9980;0,8896;56,1780;54,7860;54,0300
pinch_and_twirl;75,0527;0,1918;75,3220;74,9460;74,8900
ripple;64,3340;0,8031;63,2700;65,2100;64,5220
sparkles;68,3640;0,3202;68,7020;68,4560;67,9340
transverse_chromatic_abberation;53,4933;0,3480;53,5080;53,0600;53,9120
Acc_C-all-19;70,3876;0,6228;71,0539;70,5534;69,5556
Acc_C-original-15;69,9898;0,6800;70,6753;70,2312;69,0629
Acc_C-bar-10;60,9878;0,2596;61,3488;60,7492;60,8654
Acc_all-ex-pixelwise-noise-24;68,0125;0,2438;68,3023;68,0294;67,7058
RMSCE_C;0,0499;0,0028;0,0479;0,0538;0,0479
Combined_Noise;69,2467;1,0772;70,4400;69,4700;67,8300
