;config_360_avg;config_360_std;config_360_run_0;config_360_run_1;config_360_run_2
Standard_Acc;81,7600;0,1699;81,5200;81,8900;81,8700
RMSCE;0,0230;0,0070;0,0318;0,0146;0,0227
gaussian_noise;61,6360;0,1478;61,5020;61,5640;61,8420
shot_noise;65,0940;0,3751;64,9340;64,7360;65,6120
impulse_noise;65,6627;1,2062;64,0880;67,0180;65,8820
defocus_blur;76,7913;0,1454;76,9660;76,6100;76,7980
glass_blur;64,1893;0,5880;63,4180;64,3060;64,8440
motion_blur;72,6533;0,1808;72,5060;72,5460;72,9080
zoom_blur;74,5387;0,2403;74,7880;74,6140;74,2140
snow;71,8473;0,3682;71,4900;71,6980;72,3540
frost;71,8300;0,7294;71,4400;71,1980;72,8520
fog;75,5893;0,2100;75,2940;75,7100;75,7640
brightness;80,2473;0,2020;79,9920;80,4860;80,2640
contrast;76,1200;0,1695;75,9420;76,3480;76,0700
elastic_transform;72,2853;0,2195;72,0680;72,5860;72,2020
pixelate;69,8567;0,5252;69,7720;69,2600;70,5380
jpeg_compression;61,9060;0,5450;61,2540;61,8760;62,5880
speckle_noise;65,4747;0,4799;65,3000;64,9940;66,1300
gaussian_blur;74,4040;0,3691;74,8560;73,9520;74,4040
spatter;74,2160;0,3587;73,7360;74,3140;74,5980
saturate;75,8027;0,1006;75,6760;75,8100;75,9220
blue_noise;61,5887;1,1623;61,6660;60,1280;62,9720
brownish_noise;43,6400;0,1245;43,8060;43,5060;43,6080
checkerboard_cutout;67,4667;0,5770;67,0300;67,0880;68,2820
circular_motion_blur;75,1333;0,3149;74,7240;75,4900;75,1860
inverse_sparkles;45,8393;1,0697;44,6440;45,6340;47,2400
lines;55,8067;0,4423;55,2120;55,9360;56,2720
pinch_and_twirl;75,5213;0,3745;75,0420;75,9560;75,5660
ripple;65,6667;0,4346;66,2300;65,1720;65,5980
sparkles;68,2427;0,2191;68,0440;68,1360;68,5480
transverse_chromatic_abberation;54,4047;1,4273;56,3260;52,9080;53,9800
Acc_C-all-19;71,0602;0,2321;70,7906;71,0329;71,3572
Acc_C-original-15;70,6832;0,2529;70,3636;70,7037;70,9821
Acc_C-bar-10;61,3310;0,3008;61,2724;60,9954;61,7252
Acc_all-ex-pixelwise-noise-24;68,4999;0,1951;68,3440;68,3808;68,7750
RMSCE_C;0,0534;0,0030;0,0516;0,0510;0,0576
Combined_Noise;69,9100;0,6366;69,4800;69,4400;70,8100
