;config_555_avg;config_555_std;config_555_run_0;config_555_run_1;config_555_run_2
Standard_Acc;81,4867;0,1297;81,3900;81,4000;81,6700
RMSCE;0,0190;0,0039;0,0210;0,0136;0,0224
gaussian_noise;63,1347;0,4432;63,4400;62,5080;63,4560
shot_noise;66,7880;0,3229;66,9960;66,3320;67,0360
impulse_noise;66,7493;0,2836;67,0780;66,3860;66,7840
defocus_blur;76,3953;0,3006;76,1440;76,2240;76,8180
glass_blur;64,4753;0,5639;64,2520;63,9240;65,2500
motion_blur;72,4573;0,7024;72,4320;71,6100;73,3300
zoom_blur;73,9853;0,3581;73,6960;73,7700;74,4900
snow;72,1027;0,5187;72,2060;71,4220;72,6800
frost;72,2047;0,8497;72,3680;71,0920;73,1540
fog;75,6047;0,4525;75,5260;75,0940;76,1940
brightness;80,0273;0,1342;79,8520;80,0520;80,1780
contrast;75,7913;0,1115;75,9000;75,6380;75,8360
elastic_transform;72,4093;0,1066;72,3060;72,3660;72,5560
pixelate;71,2767;0,3761;71,0320;70,9900;71,8080
jpeg_compression;62,4320;0,8403;63,0520;61,2440;63,0000
speckle_noise;67,0607;0,5249;67,3020;66,3320;67,5480
gaussian_blur;73,7873;0,4755;73,4100;73,4940;74,4580
spatter;74,1060;0,2207;74,3680;74,1220;73,8280
saturate;75,6867;0,0789;75,7000;75,5840;75,7760
blue_noise;62,4453;1,1850;63,9500;62,3320;61,0540
brownish_noise;43,5087;0,4643;44,0160;43,6160;42,8940
checkerboard_cutout;66,6967;0,5171;67,2540;66,0080;66,8280
circular_motion_blur;75,2680;0,4662;75,8400;74,6980;75,2660
inverse_sparkles;46,1967;1,3212;45,8500;44,7800;47,9600
lines;55,7940;0,7284;55,7080;54,9480;56,7260
pinch_and_twirl;75,5753;0,1224;75,4780;75,7480;75,5000
ripple;65,9433;0,5135;66,6160;65,3700;65,8440
sparkles;68,2907;0,5011;68,4900;67,6020;68,7800
transverse_chromatic_abberation;54,2300;0,5727;53,4420;54,4620;54,7860
Acc_C-all-19;71,3934;0,3444;71,4242;70,9571;71,7989
Acc_C-original-15;71,0556;0,3794;71,0853;70,5768;71,5047
Acc_C-bar-10;61,3949;0,3128;61,6644;60,9564;61,5638
Acc_all-ex-pixelwise-noise-24;68,5102;0,3422;68,5391;68,0774;68,9142
RMSCE_C;0,0452;0,0028;0,0412;0,0465;0,0478
Combined_Noise;70,3433;0,2043;70,3300;70,1000;70,6000
