;config_561_avg;config_561_std;config_561_run_0;config_561_run_1;config_561_run_2;config_561_run_3;config_561_run_4
Standard_Acc;96,2620;0,1116;96,1700;96,3700;96,1100;96,2600;96,4000
RMSCE;0,0439;0,0025;0,0487;0,0424;0,0420;0,0435;0,0429
gaussian_noise;85,8200;1,0833;86,7000;87,3000;85,4000;84,2000;85,5000
shot_noise;88,0600;0,9002;88,7000;88,7000;87,8000;86,4000;88,7000
impulse_noise;85,9600;1,1960;84,4000;86,9000;85,1000;85,7000;87,7000
defocus_blur;93,3600;0,7365;94,5000;93,5000;92,3000;92,9000;93,6000
glass_blur;88,4400;0,7060;89,2000;87,9000;89,4000;87,8000;87,9000
motion_blur;93,1600;0,3007;93,6000;93,1000;93,4000;92,8000;92,9000
zoom_blur;92,9200;0,5879;92,4000;92,4000;94,0000;93,0000;92,8000
snow;91,7000;0,7823;91,9000;91,4000;90,8000;93,1000;91,3000
frost;94,0400;0,9243;92,5000;94,9000;93,5000;94,9000;94,4000
fog;94,3800;0,2638;94,1000;94,4000;94,8000;94,5000;94,1000
brightness;95,5400;0,4800;95,6000;95,0000;95,2000;95,5000;96,4000
contrast;94,3800;0,8376;94,7000;95,6000;93,9000;93,1000;94,6000
elastic_transform;91,2600;0,6344;90,7000;92,4000;91,5000;90,8000;90,9000
pixelate;91,0600;0,4030;91,3000;91,4000;90,3000;91,0000;91,3000
jpeg_compression;86,5400;0,4176;85,8000;86,8000;86,4000;86,7000;87,0000
speckle_noise;89,3000;0,6261;88,9000;90,4000;89,6000;88,8000;88,8000
gaussian_blur;91,5800;0,5418;91,5000;92,6000;91,3000;91,5000;91,0000
spatter;93,1200;0,6765;93,9000;92,7000;92,2000;93,9000;92,9000
saturate;95,3000;0,3847;95,4000;95,2000;95,9000;95,3000;94,7000
blue_noise;86,2600;1,0837;88,1000;86,7000;84,9000;85,7000;85,9000
brownish_noise;77,5200;1,8016;77,3000;80,2000;78,7000;76,4000;75,0000
checkerboard_cutout;87,1200;0,6079;87,2000;86,3000;86,7000;87,3000;88,1000
circular_motion_blur;92,6800;0,5913;92,1000;92,0000;93,6000;92,7000;93,0000
inverse_sparkles;77,5600;1,3749;76,1000;78,6000;79,0000;78,4000;75,7000
lines;80,7200;1,0068;78,8000;80,8000;81,7000;81,3000;81,0000
pinch_and_twirl;93,2200;0,4874;92,5000;93,1000;93,1000;94,0000;93,4000
ripple;87,5200;1,3242;89,1000;88,6000;87,1000;87,5000;85,3000
sparkles;87,9000;1,6637;86,9000;90,6000;85,6000;88,4000;88,0000
transverse_chromatic_abberation;85,3000;0,9940;84,1000;84,6000;85,0000;86,9000;85,9000
Acc_C-all-19;91,3642;0,1981;91,3579;91,7158;91,2000;91,1526;91,3947
Acc_C-original-15;91,1080;0,2270;91,0733;91,4467;90,9200;90,8267;91,2733
Acc_C-bar-10;85,5800;0,3839;85,2200;86,1500;85,5400;85,8600;85,1300
Acc_all-ex-pixelwise-noise-24;89,8467;0,2085;89,6333;90,1708;89,8083;89,9875;89,6333
RMSCE_C;0,0611;0,0012;0,0620;0,0619;0,0596;0,0597;0,0623
Combined_Noise;89,7220;0,2310;89,6000;89,9200;90,0700;89,4800;89,5400
