;config_441_avg;config_441_std;config_441_run_0;config_441_run_1;config_441_run_2;config_441_run_3;config_441_run_4
Standard_Acc;98,1340;1,3469;99,2400;99,2300;99,2300;96,5400;96,4300
RMSCE;0,0588;0,0073;0,0653;0,0657;0,0625;0,0535;0,0471
gaussian_noise;88,1400;1,3078;88,8000;90,0000;88,6000;86,7000;86,6000
shot_noise;89,8200;1,7792;91,3000;91,0000;91,5000;87,6000;87,7000
impulse_noise;88,8000;2,1679;88,5000;91,6000;90,8000;85,7000;87,4000
defocus_blur;95,6800;1,6798;97,6000;96,7000;96,7000;93,2000;94,2000
glass_blur;90,2800;1,3497;91,0000;91,7000;91,4000;88,6000;88,7000
motion_blur;93,7800;1,7927;95,5000;94,6000;95,5000;92,1000;91,2000
zoom_blur;94,8200;1,4621;96,6000;95,2000;96,0000;93,6000;92,7000
snow;93,3000;1,3446;94,4000;94,0000;94,6000;92,4000;91,1000
frost;95,9600;1,5200;96,5000;97,7000;97,2000;93,7000;94,7000
fog;95,6800;1,6253;97,5000;96,3000;97,1000;93,9000;93,6000
brightness;97,3800;1,5105;98,6000;98,8000;98,3000;95,0000;96,2000
contrast;95,9400;1,7465;97,5000;97,1000;97,4000;93,3000;94,4000
elastic_transform;93,3200;1,5381;94,7000;94,6000;94,4000;91,2000;91,7000
pixelate;92,0400;1,0307;92,7000;93,2000;92,7000;90,7000;90,9000
jpeg_compression;87,3400;1,9683;86,7000;89,0000;90,1000;84,6000;86,3000
speckle_noise;91,6200;2,2103;93,6000;94,1000;92,4000;89,1000;88,9000
gaussian_blur;93,3600;1,9683;94,7000;94,8000;95,2000;90,2000;91,9000
spatter;94,8000;1,6577;96,2000;95,7000;96,5000;93,0000;92,6000
saturate;97,0800;1,9072;98,4000;98,8000;98,7000;94,8000;94,7000
blue_noise;88,4200;1,8787;90,8000;89,4000;89,5000;86,2000;86,2000
brownish_noise;79,2600;2,3913;81,6000;82,5000;78,6000;76,6000;77,0000
checkerboard_cutout;89,0400;1,2010;90,0000;88,9000;90,1000;86,8000;89,4000
circular_motion_blur;94,5200;1,8214;95,1000;96,0000;96,7000;92,0000;92,8000
inverse_sparkles;78,0200;1,6916;78,6000;78,1000;80,8000;76,7000;75,9000
lines;82,6400;1,8661;84,1000;84,8000;82,3000;79,4000;82,6000
pinch_and_twirl;95,0200;1,2221;95,9000;96,1000;96,0000;93,9000;93,2000
ripple;88,8400;1,8554;90,6000;89,5000;90,8000;87,0000;86,3000
sparkles;89,3400;1,7918;90,3000;91,5000;90,2000;88,3000;86,4000
transverse_chromatic_abberation;85,8400;1,1638;85,6000;87,0000;87,3000;85,1000;84,2000
Acc_C-all-19;93,1126;1,5820;94,2526;94,4684;94,4789;91,0211;91,3421
Acc_C-original-15;92,8187;1,5002;93,8600;94,1000;94,1533;90,8200;91,1600
Acc_C-bar-10;87,0940;1,4670;88,2600;88,3800;88,2300;85,2000;85,4000
Acc_all-ex-pixelwise-noise-24;91,3867;1,4964;92,5167;92,6083;92,6917;89,4208;89,6958
RMSCE_C;0,0669;0,0023;0,0681;0,0689;0,0680;0,0670;0,0623
Combined_Noise;91,7440;1,4360;92,5800;92,7000;93,3800;90,3000;89,7600
