;config_440_avg;config_440_std;config_440_run_0;config_440_run_1;config_440_run_2;config_440_run_3;config_440_run_4
Standard_Acc;98,2160;1,3049;99,1300;99,3800;99,3200;96,7700;96,4800
RMSCE;0,0616;0,0089;0,0645;0,0682;0,0728;0,0521;0,0505
gaussian_noise;88,1600;1,4840;89,4000;89,5000;89,0000;87,2000;85,7000
shot_noise;89,7200;2,0740;89,9000;91,8000;92,1000;86,8000;88,0000
impulse_noise;88,9800;1,8104;87,3000;92,1000;89,8000;87,3000;88,4000
defocus_blur;95,9600;1,8216;97,6000;98,0000;96,6000;93,8000;93,8000
glass_blur;89,5600;1,4122;90,0000;90,9000;90,7000;87,0000;89,2000
motion_blur;94,1600;1,6132;95,2000;95,8000;95,4000;92,3000;92,1000
zoom_blur;94,7600;1,5857;96,0000;95,6000;96,5000;92,8000;92,9000
snow;93,3800;1,4730;94,7000;94,2000;94,8000;91,8000;91,4000
frost;95,9800;1,6228;96,9000;97,9000;96,9000;93,5000;94,7000
fog;95,8000;1,6162;97,5000;96,8000;97,0000;94,1000;93,6000
brightness;97,7200;1,1016;98,8000;98,8000;98,2000;96,3000;96,5000
contrast;95,7800;1,6314;96,6000;97,7000;96,9000;93,5000;94,2000
elastic_transform;93,6600;1,3048;94,4000;95,2000;94,5000;92,0000;92,2000
pixelate;91,3400;1,9976;93,4000;93,8000;91,2000;89,0000;89,3000
jpeg_compression;87,6400;1,9397;89,4000;89,5000;88,7000;85,0000;85,6000
speckle_noise;91,7000;1,8900;92,6000;93,9000;93,1000;89,7000;89,2000
gaussian_blur;93,7200;1,5766;94,5000;95,6000;94,8000;92,1000;91,6000
spatter;94,7800;1,8819;96,2000;96,3000;96,3000;93,3000;91,8000
saturate;96,9400;1,6268;98,5000;98,3000;97,9000;95,5000;94,5000
blue_noise;88,7400;1,8271;89,9000;91,1000;89,4000;87,2000;86,1000
brownish_noise;79,5800;1,3182;81,4000;80,0000;79,6000;77,3000;79,6000
checkerboard_cutout;89,3800;1,2640;89,9000;89,1000;91,3000;87,4000;89,2000
circular_motion_blur;94,7800;1,7589;95,6000;96,1000;96,8000;92,3000;93,1000
inverse_sparkles;77,8000;2,0986;77,8000;80,9000;78,2000;77,8000;74,3000
lines;81,9000;1,4071;82,9000;84,0000;81,7000;80,8000;80,1000
pinch_and_twirl;94,7800;1,2464;95,6000;96,2000;95,4000;93,9000;92,8000
ripple;89,3200;3,0928;92,5000;92,0000;90,7000;86,8000;84,6000
sparkles;89,2000;1,3008;88,6000;91,3000;89,4000;89,4000;87,3000
transverse_chromatic_abberation;85,6800;0,5307;85,3000;86,5000;86,1000;85,1000;85,4000
Acc_C-all-19;93,1442;1,5601;94,1526;94,8263;94,2316;91,2105;91,3000
Acc_C-original-15;92,8400;1,5257;93,8067;94,5067;93,8867;90,8267;91,1733
Acc_C-bar-10;87,1160;1,3443;87,9500;88,7200;87,8600;85,8000;85,2500
Acc_all-ex-pixelwise-noise-24;91,4000;1,4541;92,4708;92,9375;92,3167;89,7000;89,5750
RMSCE_C;0,0692;0,0056;0,0696;0,0735;0,0769;0,0619;0,0642
Combined_Noise;91,4200;1,4165;92,2000;92,6300;92,8300;90,0300;89,4100
