;config_88_avg
Standard_Acc;95,3800
RMSCE;0,0577
gaussian_noise;31,7480
shot_noise;45,6600
impulse_noise;51,8300
defocus_blur;82,9440
glass_blur;49,4240
motion_blur;78,2780
zoom_blur;79,5760
snow;82,5300
frost;78,0480
fog;87,4040
brightness;94,1360
contrast;71,6880
elastic_transform;84,3580
pixelate;77,3140
jpeg_compression;79,4360
speckle_noise;51,6520
gaussian_blur;74,2740
spatter;85,7180
saturate;92,4960
blue_noise;51,7440
brownish_noise;71,5480
checkerboard_cutout;78,8040
circular_motion_blur;90,2260
inverse_sparkles;58,1720
lines;74,9100
pinch_and_twirl;89,0640
ripple;82,2080
sparkles;81,4880
transverse_chromatic_abberation;61,6840
Acc_C-all-19;72,5534
Acc_C-original-15;71,6249
Acc_C-bar-10;73,9848
Acc_all-ex-pixelwise-noise-24;78,5720
RMSCE_C;0,1386
Combined_Noise;69,6100
