;config_522_avg;config_522_std;config_522_run_0;config_522_run_1;config_522_run_2
Standard_Acc;96,7000;0,0566;96,6200;96,7400;96,7400
RMSCE;0,0452;0,0017;0,0466;0,0461;0,0428
gaussian_noise;86,4000;0,9416;85,5000;87,7000;86,0000
shot_noise;88,6333;1,1146;87,7000;90,2000;88,0000
impulse_noise;87,3667;0,4643;87,2000;88,0000;86,9000
defocus_blur;93,6000;0,6481;94,2000;93,9000;92,7000
glass_blur;88,8000;0,0816;88,9000;88,8000;88,7000
motion_blur;93,1000;0,4243;92,8000;93,7000;92,8000
zoom_blur;93,2000;0,4243;92,9000;92,9000;93,8000
snow;92,0000;0,8641;93,2000;91,2000;91,6000
frost;93,8000;1,1431;92,8000;95,4000;93,2000
fog;94,8333;0,3682;95,3000;94,8000;94,4000
brightness;95,5333;0,7040;96,3000;95,7000;94,6000
contrast;94,6000;0,7071;94,1000;95,6000;94,1000
elastic_transform;91,5667;0,3682;91,6000;91,1000;92,0000
pixelate;90,6333;1,2710;92,1000;90,8000;89,0000
jpeg_compression;86,3333;0,4497;85,7000;86,7000;86,6000
speckle_noise;89,6667;1,0143;89,0000;91,1000;88,9000
gaussian_blur;91,8333;0,5793;91,2000;92,6000;91,7000
spatter;93,2000;0,3266;93,6000;93,2000;92,8000
saturate;96,1000;0,2449;96,1000;95,8000;96,4000
blue_noise;87,5333;1,5585;89,7000;86,1000;86,8000
brownish_noise;77,6000;1,6673;79,2000;78,3000;75,3000
checkerboard_cutout;87,7667;1,1842;87,8000;86,3000;89,2000
circular_motion_blur;93,4000;0,7118;93,0000;92,8000;94,4000
inverse_sparkles;77,1667;1,0403;75,7000;77,8000;78,0000
lines;81,0333;1,4079;79,5000;82,9000;80,7000
pinch_and_twirl;93,8333;0,4643;94,0000;94,3000;93,2000
ripple;89,0333;0,5437;89,8000;88,6000;88,7000
sparkles;87,4667;1,0965;86,5000;89,0000;86,9000
transverse_chromatic_abberation;82,5667;0,6944;82,6000;81,7000;83,4000
Acc_C-all-19;91,6421;0,3244;91,5895;92,0632;91,2737
Acc_C-original-15;91,3600;0,3294;91,3533;91,7667;90,9600
Acc_C-bar-10;85,7400;0,0566;85,7800;85,7800;85,6600
Acc_all-ex-pixelwise-noise-24;89,9583;0,1650;89,9542;90,1625;89,7583
RMSCE_C;0,0506;0,0011;0,0507;0,0519;0,0491
Combined_Noise;90,2933;0,1266;90,2300;90,4700;90,1800
