;config_459_avg;config_459_std;config_459_run_0;config_459_run_1;config_459_run_2;config_459_run_3;config_459_run_4
Standard_Acc;96,6180;0,0655;96,5600;96,5300;96,7100;96,6300;96,6600
RMSCE;0,0481;0,0026;0,0501;0,0460;0,0516;0,0483;0,0445
gaussian_noise;86,2800;0,4445;86,1000;86,9000;86,2000;86,6000;85,6000
shot_noise;87,9800;0,4400;88,2000;88,3000;88,4000;87,8000;87,2000
impulse_noise;87,1800;1,1374;85,1000;88,1000;87,6000;86,9000;88,2000
defocus_blur;94,1600;0,4079;94,4000;94,2000;93,4000;94,6000;94,2000
glass_blur;89,0400;0,8065;88,6000;88,8000;89,8000;87,9000;90,1000
motion_blur;92,5800;0,6615;93,0000;92,6000;93,1000;92,9000;91,3000
zoom_blur;93,1200;0,8158;92,7000;92,6000;94,7000;93,1000;92,5000
snow;91,7400;0,4128;91,9000;92,1000;91,2000;92,2000;91,3000
frost;94,0800;0,8750;93,0000;94,6000;93,7000;93,6000;95,5000
fog;94,4400;0,4499;94,9000;94,0000;94,8000;94,7000;93,8000
brightness;95,8200;0,4118;95,9000;95,5000;95,3000;95,9000;96,5000
contrast;94,5200;0,3763;94,1000;95,1000;94,4000;94,2000;94,8000
elastic_transform;91,3400;0,3720;90,9000;91,9000;91,3000;91,0000;91,6000
pixelate;89,2000;1,2946;90,2000;90,6000;89,4000;88,9000;86,9000
jpeg_compression;86,0000;0,3633;86,1000;85,8000;85,5000;86,6000;86,0000
speckle_noise;89,6600;0,7526;89,6000;90,9000;89,0000;88,8000;90,0000
gaussian_blur;91,3200;0,8931;91,4000;92,6000;91,5000;91,3000;89,8000
spatter;93,3000;0,5441;94,2000;93,4000;92,9000;93,4000;92,6000
saturate;95,4800;0,6145;95,9000;95,7000;96,0000;94,3000;95,5000
blue_noise;87,3200;0,9108;88,6000;88,1000;87,2000;86,4000;86,3000
brownish_noise;78,4200;2,1330;82,5000;76,8000;76,8000;77,5000;78,5000
checkerboard_cutout;87,6600;1,5551;87,3000;85,3000;89,0000;87,0000;89,7000
circular_motion_blur;92,9600;1,0557;93,2000;93,1000;94,2000;91,0000;93,3000
inverse_sparkles;76,4400;1,9418;76,5000;77,2000;77,8000;78,0000;72,7000
lines;81,7000;0,8741;80,6000;83,1000;81,7000;82,1000;81,0000
pinch_and_twirl;93,1200;0,5636;93,8000;92,8000;92,5000;93,8000;92,7000
ripple;86,7800;1,0870;87,0000;86,9000;87,6000;87,7000;84,7000
sparkles;87,7200;1,3541;86,4000;89,9000;86,7000;88,7000;86,9000
transverse_chromatic_abberation;83,1200;0,4874;82,9000;83,0000;82,4000;83,8000;83,5000
Acc_C-all-19;91,4337;0,1897;91,3789;91,7737;91,4842;91,3000;91,2316
Acc_C-original-15;91,1653;0,1484;91,0067;91,4067;91,2533;91,1267;91,0333
Acc_C-bar-10;85,5240;0,3159;85,8800;85,6200;85,5900;85,6000;84,9300
Acc_all-ex-pixelwise-noise-24;89,7525;0,1876;89,8917;89,9000;89,8208;89,7583;89,3917
RMSCE_C;0,0632;0,0022;0,0641;0,0607;0,0627;0,0669;0,0614
Combined_Noise;90,3740;0,2955;90,0300;90,6000;90,7500;90,0300;90,4600
