;config_458_avg;config_458_std;config_458_run_0;config_458_run_1;config_458_run_2;config_458_run_3;config_458_run_4
Standard_Acc;96,6240;0,1497;96,3400;96,7000;96,6900;96,6200;96,7700
RMSCE;0,0495;0,0024;0,0506;0,0484;0,0499;0,0528;0,0456
gaussian_noise;86,1400;0,4923;85,4000;86,2000;86,9000;85,9000;86,3000
shot_noise;87,8000;1,0770;88,5000;87,7000;89,4000;87,1000;86,3000
impulse_noise;87,9400;1,5357;85,6000;88,0000;89,2000;87,0000;89,9000
defocus_blur;93,8800;0,9411;94,8000;94,9000;93,3000;92,4000;94,0000
glass_blur;87,8200;0,6853;87,6000;87,9000;89,1000;87,3000;87,2000
motion_blur;92,1600;1,0131;92,6000;93,2000;92,9000;91,7000;90,4000
zoom_blur;93,3400;0,4224;93,3000;92,8000;94,1000;93,2000;93,3000
snow;91,9800;0,4707;91,7000;91,6000;91,5000;92,5000;92,6000
frost;93,7600;0,8777;92,4000;94,5000;93,6000;93,4000;94,9000
fog;94,6000;0,4000;94,5000;94,7000;95,3000;94,1000;94,4000
brightness;95,6800;0,6145;95,3000;95,4000;95,3000;95,5000;96,9000
contrast;94,4000;0,7321;93,7000;95,5000;94,5000;93,5000;94,8000
elastic_transform;91,2200;1,0870;89,3000;91,8000;92,5000;90,9000;91,6000
pixelate;89,5600;0,8333;90,6000;90,4000;89,0000;89,4000;88,4000
jpeg_compression;85,7400;0,6151;86,2000;86,4000;86,1000;85,1000;84,9000
speckle_noise;89,4400;0,4758;88,7000;90,2000;89,4000;89,5000;89,4000
gaussian_blur;92,2600;0,6344;91,6000;93,3000;92,5000;91,6000;92,3000
spatter;93,1600;0,4454;92,7000;92,9000;93,1000;94,0000;93,1000
saturate;95,6400;0,5783;95,9000;96,3000;96,1000;94,9000;95,0000
blue_noise;86,8200;0,7884;87,8000;87,2000;87,3000;86,1000;85,7000
brownish_noise;80,3200;1,4552;82,6000;81,0000;79,4000;78,3000;80,3000
checkerboard_cutout;88,1000;1,4751;87,4000;86,2000;88,0000;88,2000;90,7000
circular_motion_blur;93,2600;0,8709;92,9000;93,1000;94,9000;92,3000;93,1000
inverse_sparkles;75,7800;1,4552;73,9000;76,4000;76,3000;77,9000;74,4000
lines;81,0600;0,8114;80,6000;82,3000;81,0000;81,5000;79,9000
pinch_and_twirl;93,6800;0,4874;93,1000;94,1000;93,4000;94,4000;93,4000
ripple;87,6600;1,0480;89,1000;88,7000;87,1000;86,4000;87,0000
sparkles;87,6600;1,1638;85,9000;89,5000;87,9000;87,2000;87,8000
transverse_chromatic_abberation;82,7400;0,5919;83,0000;81,6000;83,0000;83,3000;82,8000
Acc_C-all-19;91,3958;0,3322;91,0737;91,7737;91,7789;91,0000;91,3526
Acc_C-original-15;91,0680;0,3517;90,7667;91,4000;91,5133;90,6000;91,0600
Acc_C-bar-10;85,7080;0,1862;85,6300;86,0100;85,8300;85,5600;85,5100
Acc_all-ex-pixelwise-noise-24;89,8108;0,2436;89,6125;90,1875;89,9958;89,5417;89,7167
RMSCE_C;0,0624;0,0022;0,0647;0,0591;0,0648;0,0624;0,0607
Combined_Noise;90,2940;0,4120;89,9900;90,0300;91,1000;90,2400;90,1100
