;config_558_avg;config_558_std;config_558_run_0;config_558_run_1;config_558_run_2
Standard_Acc;96,5267;0,1027;96,4100;96,5100;96,6600
RMSCE;0,0474;0,0022;0,0502;0,0449;0,0471
gaussian_noise;87,0020;0,2600;86,6600;87,2900;87,0560
shot_noise;89,5200;0,2260;89,2560;89,8080;89,4960
impulse_noise;87,4240;0,3625;87,7020;87,6580;86,9120
defocus_blur;94,3100;0,1072;94,3200;94,1740;94,4360
glass_blur;87,8573;0,0870;87,8040;87,9800;87,7880
motion_blur;92,3020;0,3127;92,0440;92,1200;92,7420
zoom_blur;93,2907;0,1331;93,3120;93,1180;93,4420
snow;92,2847;0,0625;92,2220;92,3700;92,2620
frost;93,0873;0,0804;92,9740;93,1360;93,1520
fog;94,2987;0,0972;94,2360;94,2240;94,4360
brightness;96,0213;0,0371;96,0080;95,9840;96,0720
contrast;94,3433;0,0954;94,2560;94,4760;94,2980
elastic_transform;91,4980;0,1956;91,3760;91,3440;91,7740
pixelate;90,3587;0,3222;89,9100;90,5140;90,6520
jpeg_compression;85,5407;0,1062;85,5080;85,4300;85,6840
speckle_noise;89,8127;0,2409;89,5040;90,0920;89,8420
gaussian_blur;93,2120;0,1029;93,2080;93,0880;93,3400
spatter;92,9747;0,0343;92,9600;92,9420;93,0220
saturate;95,1640;0,0540;95,1960;95,0880;95,2080
blue_noise;87,9180;0,0663;87,8460;87,9020;88,0060
brownish_noise;78,1920;0,9775;79,1620;76,8540;78,5600
checkerboard_cutout;87,7113;0,1915;87,5680;87,5840;87,9820
circular_motion_blur;92,9587;0,1682;92,7420;92,9820;93,1520
inverse_sparkles;77,9560;0,8891;76,7040;78,4820;78,6820
lines;80,7733;0,3340;80,3040;80,9620;81,0540
pinch_and_twirl;93,1633;0,1447;93,0980;93,0280;93,3640
ripple;87,5720;0,2908;87,5840;87,2100;87,9220
sparkles;87,8873;0,5732;87,7000;87,2980;88,6640
transverse_chromatic_abberation;84,6473;0,4778;85,2240;84,6640;84,0540
Acc_C-all-19;91,5948;0,0707;91,4977;91,6229;91,6639
Acc_C-original-15;91,2759;0,0748;91,1725;91,3084;91,3468
Acc_C-bar-10;85,8779;0,1922;85,7932;85,6966;86,1440
Acc_all-ex-pixelwise-noise-24;89,8919;0,1279;89,8092;89,7938;90,0726
RMSCE_C;0,0407;0,0019;0,0432;0,0387;0,0402
Combined_Noise;90,6767;0,2864;90,6500;91,0400;90,3400
