;config_528_avg
Standard_Acc;96,3700
RMSCE;0,0388
gaussian_noise;91,5580
shot_noise;93,2260
impulse_noise;95,7400
defocus_blur;94,4080
glass_blur;88,4000
motion_blur;92,1420
zoom_blur;93,2480
snow;92,3180
frost;93,5540
fog;94,0740
brightness;95,9840
contrast;94,1400
elastic_transform;91,8800
pixelate;90,9480
jpeg_compression;87,2060
speckle_noise;93,4160
gaussian_blur;93,2840
spatter;93,2820
saturate;95,0520
blue_noise;87,4620
brownish_noise;79,5180
checkerboard_cutout;88,3900
circular_motion_blur;93,2300
inverse_sparkles;79,0660
lines;83,9180
pinch_and_twirl;93,4340
ripple;88,3620
sparkles;88,9760
transverse_chromatic_abberation;82,1640
Acc_C-all-19;92,8347
Acc_C-original-15;92,5884
Acc_C-bar-10;86,4520
Acc_all-ex-pixelwise-noise-24;90,2908
RMSCE_C;0,0372
Combined_Noise;93,5700
