;config_530_avg;config_530_std;config_530_run_0;config_530_run_1;config_530_run_2
Standard_Acc;96,5333;0,0189;96,5200;96,5200;96,5600
RMSCE;0,0444;0,0031;0,0440;0,0484;0,0408
gaussian_noise;90,7593;0,2090;90,5600;91,0480;90,6700
shot_noise;92,3880;0,1716;92,3100;92,6260;92,2280
impulse_noise;95,1873;0,0726;95,0920;95,2020;95,2680
defocus_blur;94,0360;0,1511;94,1880;93,8300;94,0900
glass_blur;88,2880;0,0973;88,2480;88,4220;88,1940
motion_blur;91,8240;0,2538;92,1820;91,6680;91,6220
zoom_blur;92,7180;0,1981;92,9980;92,5720;92,5840
snow;92,2480;0,1684;92,0300;92,4400;92,2740
frost;93,3887;0,1302;93,2180;93,5340;93,4140
fog;94,2533;0,1618;94,2940;94,0380;94,4280
brightness;96,0293;0,0359;96,0280;95,9860;96,0740
contrast;94,0280;0,1465;93,8320;94,0680;94,1840
elastic_transform;91,4033;0,0560;91,4800;91,3480;91,3820
pixelate;90,2613;0,5557;91,0260;90,0360;89,7220
jpeg_compression;86,3193;0,3842;86,6580;86,5180;85,7820
speckle_noise;92,6293;0,1555;92,5400;92,8480;92,5000
gaussian_blur;92,8387;0,1042;92,9860;92,7620;92,7680
spatter;93,3213;0,0890;93,3220;93,4300;93,2120
saturate;95,1247;0,0523;95,0720;95,1060;95,1960
blue_noise;88,9940;0,8913;89,9000;89,3000;87,7820
brownish_noise;78,4200;0,4797;78,7080;78,8080;77,7440
checkerboard_cutout;88,8187;0,1830;88,7540;89,0680;88,6340
circular_motion_blur;92,7047;0,0855;92,6900;92,8160;92,6080
inverse_sparkles;79,1293;0,5706;79,0700;79,8560;78,4620
lines;82,8933;0,4414;83,4620;82,8320;82,3860
pinch_and_twirl;93,3560;0,0702;93,2600;93,4260;93,3820
ripple;88,5080;0,3507;89,0000;88,2080;88,3160
sparkles;88,4260;0,3599;88,0520;88,3140;88,9120
transverse_chromatic_abberation;83,0673;0,6120;83,8940;82,4320;82,8760
Acc_C-all-19;92,4761;0,0555;92,5297;92,4991;92,3996
Acc_C-original-15;92,2088;0,0614;92,2763;92,2224;92,1277
Acc_C-bar-10;86,4317;0,2381;86,6790;86,5060;86,1102
Acc_all-ex-pixelwise-noise-24;90,0586;0,1056;90,1855;90,0632;89,9269
RMSCE_C;0,0378;0,0018;0,0374;0,0402;0,0360
Combined_Noise;93,5267;0,2752;93,1700;93,8400;93,5700
