;config_501_avg
Standard_Acc;95,1400
RMSCE;0,0384
gaussian_noise;77,2720
shot_noise;81,7820
impulse_noise;85,6440
defocus_blur;93,7560
glass_blur;78,4880
motion_blur;89,7980
zoom_blur;92,4140
snow;89,6460
frost;91,2280
fog;92,7660
brightness;94,5460
contrast;90,1120
elastic_transform;88,6940
pixelate;85,3900
jpeg_compression;88,2220
speckle_noise;83,2360
gaussian_blur;92,7880
spatter;91,9360
saturate;94,2260
blue_noise;88,0840
brownish_noise;82,6540
checkerboard_cutout;82,7680
circular_motion_blur;93,5140
inverse_sparkles;66,6280
lines;71,7040
pinch_and_twirl;90,3080
ripple;84,0400
sparkles;86,0640
transverse_chromatic_abberation;89,1280
Acc_C-all-19;88,5234
Acc_C-original-15;87,9839
Acc_C-bar-10;83,4892
Acc_all-ex-pixelwise-noise-24;87,5341
RMSCE_C;0,0552
Combined_Noise;85,5000
