;config_62_avg;config_62_std;config_62_run_0;config_62_run_1;config_62_run_2
Standard_Acc;96,4433;0,0618;96,5300;96,3900;96,4100
RMSCE;0,0515;0,0040;0,0517;0,0563;0,0465
gaussian_noise;91,0553;0,4233;90,5680;91,6000;90,9980
shot_noise;92,7533;0,3386;92,3140;93,1380;92,8080
impulse_noise;95,7253;0,0932;95,6260;95,7000;95,8500
defocus_blur;94,1080;0,1745;93,8640;94,2620;94,1980
glass_blur;82,4233;0,5175;82,4920;83,0200;81,7580
motion_blur;89,9220;0,0996;89,7920;89,9400;90,0340
zoom_blur;92,7933;0,0793;92,6940;92,8880;92,7980
snow;90,6540;0,2945;90,3400;91,0480;90,5740
frost;88,8420;0,3790;88,6680;89,3680;88,4900
fog;93,4260;0,1505;93,3040;93,6380;93,3360
brightness;95,9293;0,0843;95,8160;95,9540;96,0180
contrast;93,7993;0,1859;93,6100;94,0520;93,7360
elastic_transform;90,4373;0,3676;90,3080;90,9380;90,0660
pixelate;79,4880;0,5142;78,7840;79,9980;79,6820
jpeg_compression;84,9553;0,2460;84,7240;85,2960;84,8460
speckle_noise;92,9053;0,3223;92,4600;93,2120;93,0440
gaussian_blur;93,1493;0,1540;92,9480;93,3220;93,1780
spatter;93,8373;0,1905;93,9040;94,0300;93,5780
saturate;94,9067;0,1015;94,7680;94,9440;95,0080
blue_noise;94,5553;0,1046;94,4380;94,5360;94,6920
brownish_noise;79,4847;1,0223;80,4500;79,9340;78,0700
checkerboard_cutout;88,0633;0,2537;88,1860;88,2940;87,7100
circular_motion_blur;92,8747;0,2039;92,7100;93,1620;92,7520
inverse_sparkles;72,6293;0,3395;72,3120;73,1000;72,4760
lines;82,5440;0,0710;82,4460;82,6120;82,5740
pinch_and_twirl;93,0167;0,3683;93,0040;93,4740;92,5720
ripple;83,9927;0,4577;83,3920;84,5020;84,0840
sparkles;87,7267;0,1642;87,4980;87,8760;87,8060
transverse_chromatic_abberation;77,2200;1,4220;75,6800;79,1100;76,8700
Acc_C-all-19;91,1111;0,2054;90,8939;91,3867;91,0526
Acc_C-original-15;90,4208;0,2223;90,1936;90,7227;90,3461
Acc_C-bar-10;85,2107;0,3184;85,0116;85,6600;84,9606
Acc_all-ex-pixelwise-noise-24;88,1760;0,2517;87,9873;88,5318;88,0089
RMSCE_C;0,0489;0,0011;0,0491;0,0501;0,0473
Combined_Noise;93,1733;0,5389;92,5100;93,8300;93,1800
