;config_568_avg;config_568_std;config_568_run_0;config_568_run_1;config_568_run_2;config_568_run_3;config_568_run_4
Standard_Acc;96,5780;0,0487;96,5600;96,5800;96,5300;96,6700;96,5500
RMSCE;0,0452;0,0018;0,0448;0,0428;0,0470;0,0475;0,0438
gaussian_noise;86,3600;0,7526;85,6000;87,4000;85,4000;86,6000;86,8000
shot_noise;88,1000;0,2608;88,0000;88,3000;88,5000;87,8000;87,9000
impulse_noise;85,9000;1,0991;85,2000;87,1000;86,0000;84,2000;87,0000
defocus_blur;93,6600;0,8309;94,0000;94,5000;92,1000;93,6000;94,1000
glass_blur;88,7600;0,8163;90,2000;88,2000;88,9000;88,7000;87,8000
motion_blur;92,2200;0,7359;92,3000;93,4000;92,0000;92,3000;91,1000
zoom_blur;92,8000;0,5831;92,6000;93,2000;93,5000;92,9000;91,8000
snow;91,4800;0,8658;91,8000;90,8000;90,3000;92,8000;91,7000
frost;94,4400;0,8285;93,7000;95,1000;93,3000;94,6000;95,5000
fog;94,1400;0,5238;94,9000;94,4000;94,1000;94,0000;93,3000
brightness;95,5800;0,4707;95,6000;95,7000;94,7000;96,1000;95,8000
contrast;94,7800;0,6112;94,0000;95,5000;94,4000;94,5000;95,5000
elastic_transform;91,2000;0,7321;91,3000;92,3000;91,5000;90,1000;90,8000
pixelate;90,7800;0,9064;90,4000;91,3000;90,0000;92,3000;89,9000
jpeg_compression;86,2000;0,4336;86,6000;85,6000;86,7000;85,8000;86,3000
speckle_noise;89,3000;0,5215;89,2000;90,3000;89,0000;89,2000;88,8000
gaussian_blur;91,2200;0,8750;92,3000;92,1000;90,2000;91,2000;90,3000
spatter;93,1800;0,7521;93,7000;92,6000;93,1000;94,3000;92,2000
saturate;95,4200;0,4874;95,6000;96,2000;95,3000;94,7000;95,3000
blue_noise;87,3600;1,1569;88,7000;88,8000;86,8000;86,4000;86,1000
brownish_noise;78,1000;2,3264;79,7000;80,9000;76,4000;74,5000;79,0000
checkerboard_cutout;87,8200;1,0833;88,0000;86,0000;88,3000;87,5000;89,3000
circular_motion_blur;92,6000;0,6812;92,4000;92,5000;93,5000;91,5000;93,1000
inverse_sparkles;76,6200;1,6067;75,4000;77,3000;77,5000;78,7000;74,2000
lines;80,3200;0,8998;79,4000;81,4000;81,2000;80,4000;79,2000
pinch_and_twirl;93,3000;0,4690;93,7000;93,3000;92,4000;93,5000;93,6000
ripple;88,2400;1,0632;88,9000;89,2000;88,3000;88,6000;86,2000
sparkles;87,6200;1,3407;85,8000;89,7000;86,6000;88,1000;87,9000
transverse_chromatic_abberation;83,7000;0,9230;83,2000;85,0000;83,7000;82,3000;84,3000
Acc_C-all-19;91,3432;0,2681;91,4211;91,7895;91,0000;91,3526;91,1526
Acc_C-original-15;91,0933;0,2444;91,0800;91,5200;90,7600;91,0867;91,0200
Acc_C-bar-10;85,5680;0,4411;85,5200;86,4100;85,4700;85,1500;85,2900
Acc_all-ex-pixelwise-noise-24;89,7575;0,2774;89,8125;90,2583;89,5000;89,7083;89,5083
RMSCE_C;0,0623;0,0017;0,0640;0,0607;0,0612;0,0646;0,0608
Combined_Noise;90,2880;0,4033;89,6400;90,3900;90,8000;90,0600;90,5500
