train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
32,9173;1,9267;50,0400;1,6777;44,0759;50,0400;44,0759
49,5259;1,6114;58,5000;1,5452;47,8345;58,5000;47,8345
56,8811;1,4638;70,4200;1,2510;57,3241;70,4200;57,3241
61,7019;1,3640;69,6100;1,2783;58,5172;69,6100;58,5172
64,9184;1,2949;76,2700;1,0957;61,1034;76,2700;61,1034
67,4668;1,2441;77,7600;1,0740;63,9517;77,7600;63,9517
69,1931;1,2059;79,1900;1,0458;67,6069;79,1900;67,6069
70,5673;1,1736;80,5500;1,0263;65,2897;80,5500;65,2897
72,5796;1,1329;83,1600;0,9393;70,2552;83,1600;70,2552
73,1377;1,1177;84,7300;0,9070;70,7931;84,7300;70,7931
74,6459;1,0829;83,9900;0,9018;66,7103;83,9900;66,7103
75,6301;1,0611;86,4700;0,8519;72,1655;86,4700;72,1655
76,5763;1,0410;86,4000;0,8740;70,9103;86,4000;70,9103
77,3584;1,0205;87,1100;0,8325;72,4414;87,1100;72,4414
78,2185;0,9966;88,4800;0,7995;72,8414;88,4800;72,8414
79,1927;0,9783;89,1100;0,7881;75,1862;89,1100;75,1862
79,9888;0,9634;89,5100;0,7776;75,4552;89,5100;75,4552
80,4329;0,9520;89,1000;0,7747;74,4759;89,1000;74,4759
80,7709;0,9457;89,4800;0,7745;75,2414;89,4800;75,2414
80,9329;0,9394;89,6000;0,7696;75,8552;89,6000;75,8552
74,0939;1,0934;83,5400;0,9471;66,7862;83,5400;66,7862
73,5238;1,0989;84,5200;0,9052;67,4483;84,5200;67,4483
74,3879;1,0788;85,5200;0,8862;68,4759;85,5200;68,4759
75,2220;1,0647;86,1400;0,8712;70,9517;86,1400;70,9517
75,5081;1,0593;85,7700;0,8758;70,5586;85,7700;70,5586
76,5582;1,0376;86,5500;0,8601;71,0966;86,5500;71,0966
76,8563;1,0286;86,7900;0,8582;73,0897;86,7900;73,0897
77,6724;1,0146;88,3300;0,8145;75,7172;88,3300;75,7172
77,8805;1,0070;89,0300;0,7825;75,2345;89,0300;75,2345
78,4446;0,9985;87,8300;0,8127;71,5517;87,8300;71,5517
79,1327;0,9800;88,9200;0,7978;72,0069;88,9200;72,0069
79,0887;0,9811;89,6900;0,7795;74,9793;89,6900;74,9793
79,1887;0,9769;88,0400;0,8282;73,1241;88,0400;73,1241
79,8448;0,9636;89,2600;0,7950;71,0414;89,2600;71,0414
79,9548;0,9574;89,3800;0,7695;76,2552;89,3800;76,2552
80,4289;0,9492;89,5300;0,7544;75,0414;89,5300;75,0414
80,7949;0,9376;88,1600;0,8032;69,2897;88,1600;69,2897
81,2530;0,9325;90,9000;0,7441;76,4552;90,9000;76,4552
81,4510;0,9245;90,2300;0,7552;77,0138;90,2300;77,0138
81,8731;0,9149;90,8800;0,7375;76,6483;90,8800;76,6483
82,0851;0,9124;91,3200;0,7200;76,3310;91,3200;76,3310
82,3932;0,9038;91,3300;0,7325;75,9517;91,3300;75,9517
82,9893;0,8937;91,2900;0,7168;78,7448;91,2900;78,7448
83,3413;0,8831;92,6200;0,7004;80,1379;92,6200;80,1379
83,6834;0,8736;91,4600;0,7186;78,5172;91,4600;78,5172
83,5314;0,8754;92,4200;0,6958;79,7379;92,4200;79,7379
84,2955;0,8592;92,8900;0,6950;79,4621;92,8900;79,4621
84,6615;0,8547;92,5000;0,6978;77,4897;92,5000;77,4897
84,6475;0,8520;93,1300;0,6792;80,2207;93,1300;80,2207
85,0496;0,8447;92,6700;0,6811;79,6345;92,6700;79,6345
85,4697;0,8330;93,0500;0,6745;79,3724;93,0500;79,3724
85,5477;0,8341;93,2900;0,6701;80,9103;93,2900;80,9103
85,9478;0,8243;93,4700;0,6658;81,0828;93,4700;81,0828
86,0758;0,8176;93,3100;0,6702;79,6345;93,3100;79,6345
86,4058;0,8133;93,6100;0,6589;81,4000;93,6100;81,4000
