;config_570_avg;config_570_std;config_570_run_0;config_570_run_1;config_570_run_2;config_570_run_3;config_570_run_4
Standard_Acc;96,3400;0,1062;96,1300;96,4100;96,4100;96,3700;96,3800
RMSCE;0,0438;0,0027;0,0420;0,0423;0,0434;0,0420;0,0491
gaussian_noise;86,5600;0,5463;86,4000;87,2000;86,9000;86,7000;85,6000
shot_noise;88,5000;0,6542;89,3000;88,6000;87,7000;87,8000;89,1000
impulse_noise;85,9400;1,3078;84,0000;86,8000;84,9000;86,4000;87,6000
defocus_blur;93,9000;0,7071;94,9000;94,2000;92,8000;94,1000;93,5000
glass_blur;88,3800;0,4308;87,8000;88,0000;89,0000;88,5000;88,6000
motion_blur;92,8600;0,2728;92,5000;93,0000;93,3000;92,8000;92,7000
zoom_blur;92,7000;0,9529;91,4000;91,9000;94,1000;93,1000;93,0000
snow;91,3800;0,7679;90,8000;90,6000;90,9000;92,5000;92,1000
frost;94,0800;0,5418;93,5000;94,2000;93,4000;94,6000;94,7000
fog;93,9200;0,2926;93,8000;93,5000;94,2000;94,3000;93,8000
brightness;95,6400;0,4224;95,6000;96,1000;95,0000;95,4000;96,1000
contrast;94,1800;0,6400;93,8000;95,1000;94,4000;93,2000;94,4000
elastic_transform;91,7200;0,3816;91,1000;91,8000;92,3000;91,7000;91,7000
pixelate;90,9600;0,4673;91,0000;91,0000;90,1000;91,5000;91,2000
jpeg_compression;86,1600;0,9222;85,3000;85,4000;86,9000;85,6000;87,6000
speckle_noise;90,4600;0,5817;91,3000;90,3000;90,6000;89,5000;90,6000
gaussian_blur;91,1200;0,3429;90,7000;91,6000;91,1000;91,4000;90,8000
spatter;92,9600;1,0404;93,8000;92,7000;92,0000;94,5000;91,8000
saturate;95,2400;0,6946;94,7000;95,1000;96,6000;94,8000;95,0000
blue_noise;86,6000;0,4690;87,2000;86,9000;86,6000;85,8000;86,5000
brownish_noise;77,2800;1,8659;79,1000;75,3000;77,5000;75,0000;79,5000
checkerboard_cutout;87,7400;1,4221;87,7000;85,6000;88,6000;87,0000;89,8000
circular_motion_blur;92,5600;0,8452;91,3000;92,3000;93,4000;92,2000;93,6000
inverse_sparkles;77,6800;1,2287;77,6000;77,9000;78,8000;78,7000;75,4000
lines;81,4600;1,2043;79,5000;83,0000;82,3000;81,6000;80,9000
pinch_and_twirl;93,2600;0,2417;93,1000;93,1000;93,0000;93,6000;93,5000
ripple;88,1000;1,3638;88,9000;87,8000;90,1000;87,7000;86,0000
sparkles;87,4000;1,1367;85,5000;89,0000;87,8000;87,1000;87,6000
transverse_chromatic_abberation;84,4400;1,0327;83,3000;84,7000;83,2000;85,2000;85,8000
Acc_C-all-19;91,4032;0,1461;91,1421;91,4263;91,3789;91,4947;91,5737
Acc_C-original-15;91,1253;0,2280;90,7467;91,1600;91,0600;91,2133;91,4467
Acc_C-bar-10;85,6520;0,3030;85,3200;85,5600;86,1300;85,3900;85,8600
Acc_all-ex-pixelwise-noise-24;89,7967;0,2082;89,4458;89,7042;90,0333;89,8375;89,9625
RMSCE_C;0,0622;0,0015;0,0611;0,0616;0,0619;0,0613;0,0652
Combined_Noise;89,8920;0,1992;89,8300;89,7700;90,2500;89,6700;89,9400
