;config_18_avg
Standard_Acc;96,7200
RMSCE;0,0425
gaussian_noise;92,2060
shot_noise;93,4880
impulse_noise;96,0260
defocus_blur;94,2980
glass_blur;84,5120
motion_blur;91,1020
zoom_blur;93,1860
snow;92,1760
frost;91,6040
fog;94,1240
brightness;96,2100
contrast;94,0440
elastic_transform;91,8020
pixelate;79,6000
jpeg_compression;87,5500
speckle_noise;93,4200
gaussian_blur;93,4800
spatter;94,4760
saturate;95,0560
blue_noise;94,6800
brownish_noise;80,7580
checkerboard_cutout;89,1120
circular_motion_blur;93,8860
inverse_sparkles;75,0140
lines;82,6620
pinch_and_twirl;94,0100
ripple;84,3000
sparkles;89,6040
transverse_chromatic_abberation;77,3000
Acc_C-all-19;92,0189
Acc_C-original-15;91,4619
Acc_C-bar-10;86,1326
Acc_all-ex-pixelwise-noise-24;89,1611
RMSCE_C;0,0448
Combined_Noise;93,6300
