;config_445_avg;config_445_std;config_445_run_0;config_445_run_1;config_445_run_2;config_445_run_3;config_445_run_4
Standard_Acc;97,9840;1,3789;98,9900;99,1700;99,1600;96,4300;96,1700
RMSCE;0,0621;0,0087;0,0659;0,0724;0,0672;0,0574;0,0477
gaussian_noise;88,1800;1,7815;90,1000;89,6000;89,1000;86,4000;85,7000
shot_noise;89,5600;2,0665;91,9000;91,1000;90,6000;86,7000;87,5000
impulse_noise;88,3000;1,6649;87,8000;90,5000;89,5000;85,6000;88,1000
defocus_blur;95,7000;1,8067;97,1000;97,5000;96,9000;93,5000;93,5000
glass_blur;89,7800;1,4579;91,4000;90,5000;90,9000;87,7000;88,4000
motion_blur;94,0000;1,9677;95,9000;95,7000;95,1000;92,2000;91,1000
zoom_blur;94,7400;1,8128;95,4000;95,8000;97,1000;93,4000;92,0000
snow;93,4600;1,4389;95,0000;94,6000;93,9000;92,8000;91,0000
frost;95,8000;1,4353;96,4000;97,7000;96,5000;93,6000;94,8000
fog;95,1200;1,6017;96,8000;95,3000;96,9000;93,6000;93,0000
brightness;97,2800;1,4372;98,3000;98,9000;98,1000;95,6000;95,5000
contrast;95,7600;1,4179;96,8000;97,3000;96,6000;93,9000;94,2000
elastic_transform;93,1400;1,9043;94,3000;94,7000;95,0000;91,3000;90,4000
pixelate;92,0200;2,1179;94,0000;93,9000;93,3000;89,7000;89,2000
jpeg_compression;87,5400;1,4417;88,4000;88,2000;89,4000;86,0000;85,7000
speckle_noise;91,6000;2,1596;93,9000;93,9000;92,0000;88,9000;89,3000
gaussian_blur;93,1400;2,3938;94,8000;95,6000;94,7000;91,1000;89,5000
spatter;94,5600;1,7142;96,4000;94,6000;96,5000;93,0000;92,3000
saturate;96,6600;1,5461;97,5000;98,1000;98,1000;95,1000;94,5000
blue_noise;87,8600;2,5216;89,3000;90,1000;90,3000;84,9000;84,7000
brownish_noise;80,3200;3,0669;84,8000;80,9000;80,8000;75,2000;79,9000
checkerboard_cutout;88,5200;1,2254;89,4000;87,5000;90,5000;87,4000;87,8000
circular_motion_blur;94,1600;1,8249;95,1000;95,8000;95,9000;91,4000;92,6000
inverse_sparkles;78,5800;2,4293;79,1000;80,3000;81,2000;78,1000;74,2000
lines;82,5600;1,1002;84,5000;82,8000;82,0000;81,2000;82,3000
pinch_and_twirl;95,2800;0,9432;95,8000;95,8000;96,4000;94,6000;93,8000
ripple;89,0600;3,1206;92,4000;90,6000;91,5000;86,5000;84,3000
sparkles;89,0200;1,8400;88,5000;91,8000;90,2000;88,2000;86,4000
transverse_chromatic_abberation;86,5000;0,9508;88,1000;86,6000;86,6000;85,2000;86,0000
Acc_C-all-19;92,9653;1,6544;94,3263;94,3947;94,2211;91,0579;90,8263
Acc_C-original-15;92,6920;1,5979;93,9733;94,0867;93,9267;90,8000;90,6733
Acc_C-bar-10;87,1860;1,6006;88,7000;88,2200;88,5400;85,2700;85,2000
Acc_all-ex-pixelwise-noise-24;91,3625;1,5821;92,7583;92,5208;92,6708;89,5958;89,2667
RMSCE_C;0,0692;0,0036;0,0725;0,0721;0,0708;0,0679;0,0626
Combined_Noise;91,4400;1,4984;92,4600;92,6000;92,9100;89,5200;89,7100
