;config_523_avg;config_523_std;config_523_run_0;config_523_run_1;config_523_run_2
Standard_Acc;96,4767;0,0205;96,4800;96,5000;96,4500
RMSCE;0,0672;0,0060;0,0753;0,0649;0,0612
gaussian_noise;86,3827;0,4287;86,1620;86,9820;86,0040
shot_noise;89,7293;0,4342;89,6120;90,3100;89,2660
impulse_noise;94,6780;0,1928;94,7980;94,8300;94,4060
defocus_blur;93,2540;0,3127;93,6380;93,2520;92,8720
glass_blur;81,3780;1,1567;81,4300;82,7680;79,9360
motion_blur;88,7500;0,8718;88,7040;89,8400;87,7060
zoom_blur;92,0253;0,4549;92,5880;92,0140;91,4740
snow;91,6700;0,3757;91,6320;92,1480;91,2300
frost;89,8087;0,9074;89,4920;91,0440;88,8900
fog;93,5353;0,1572;93,5880;93,6960;93,3220
brightness;95,7967;0,0443;95,8280;95,8280;95,7340
contrast;93,0647;0,1376;93,2400;92,9040;93,0500
elastic_transform;89,8067;0,4764;89,9960;90,2720;89,1520
pixelate;73,4813;0,7209;74,4820;73,1500;72,8120
jpeg_compression;84,8560;0,9968;84,9080;86,0500;83,6100
speckle_noise;90,4813;0,4295;90,5560;90,9660;89,9220
gaussian_blur;91,4980;0,4094;92,0460;91,3860;91,0620
spatter;94,5260;0,1013;94,5300;94,6480;94,4000
saturate;94,7660;0,1666;94,9700;94,7660;94,5620
blue_noise;92,8760;0,4728;93,4740;92,3180;92,8360
brownish_noise;76,6380;1,8285;78,2940;77,5300;74,0900
checkerboard_cutout;91,7440;0,2662;91,3680;91,9160;91,9480
circular_motion_blur;93,5147;0,2887;93,9060;93,4200;93,2180
inverse_sparkles;76,0247;0,8631;76,6360;76,6340;74,8040
lines;83,3700;0,6974;83,7640;83,9560;82,3900
pinch_and_twirl;93,0287;0,2802;93,0160;93,3780;92,6920
ripple;83,8787;0,5716;83,8920;83,1720;84,5720
sparkles;88,1907;0,3973;87,9300;88,7520;87,8900
transverse_chromatic_abberation;70,5473;2,3309;73,8400;69,0360;68,7660
Acc_C-all-19;89,9731;0,3882;90,1158;90,3607;89,4426
Acc_C-original-15;89,2144;0,4344;89,3399;89,6725;88,6309
Acc_C-bar-10;84,9813;0,5276;85,6120;85,0112;84,3206
Acc_all-ex-pixelwise-noise-24;87,7147;0,4426;88,0716;87,9817;87,0909
RMSCE_C;0,0604;0,0040;0,0651;0,0608;0,0553
Combined_Noise;91,8400;0,2547;91,6500;92,2000;91,6700
