;config_429_avg;config_429_std;config_429_run_0;config_429_run_1;config_429_run_2;config_429_run_3;config_429_run_4
Standard_Acc;38,7140;47,4148;0,0000;0,0000;0,0000;96,7500;96,8200
RMSCE;;;-5486124058534914785387545444288052915119634887731197431372385904388615527617395567398234484387302209341966344825786733250263584696118904228559422202928337830882136236892142046533523011482440937631705882541853940831091702011423183492104419057862976408915110057159804488147254739358361096547814969385680896,0000;;-13715310144680497700951138304568161667678012056382045415890630925400164197891633451954956394419072983922206032780755574366745198860220834960379592417136301268319140755651778287956476247209492366312116580036882812139844595008067582728612201361545099817828689668459332579392207308946108222456462720855179264,0000;0,0609;0,0617
gaussian_noise;;;-5320709927519391250311703025505501514221839754604671864489985271733503064149363119608615745589359182104042966058796794185378803941344686696777603353528099703988856162738918364534274397766368548785530895703366051049169436779577404701645852670766430339000072900990730375257691873429812434569956184857509888,0000;;-5486124058497646268279448997805011492522803198833329020812228196853990936348398948367570979364948080926267067091944360924365620096818310498202419270520711962964212572052499557789464469497957570291698044877140746985728801126015491344238227707351705877858652865414948008029483205948933413562538391846780928,0000;84,6000;83,6000
shot_noise;-5348964738104138504863611518348240020368494825626742718348458651351810475065737528102455341907435638485551264265612841573522493539710419455885535850534601320501808902103379313338118847097809103940454650725657806182172761737160463126032297558686783535948610474561749666732003091500564329002430967528292352,0000;inf;-14401065136798573486109228356148605909200362825311301516660639569216978566467953563121356974031164358692046892141359096430407842458257408891630261213091951524524197152885487158935575529997634015292804948291105007361932203566722569607775768312934379105198361520309009743672138870019506352515146254104133632,0000;0,0000;-12343758553722122083619457798092306803074107513818759223902546685981925955081501956437385600014170854240417517314911119344990947555503495718788000915547944633605877455335603011279299941889233339031235645978949133798804567374823144049135071166397959120283320686551492598656252557570048755568442956010487808,0000;86,1000;86,1000
impulse_noise;35,0800;42,9663;0,0000;0,0000;0,0000;87,0000;88,4000
defocus_blur;37,6800;46,1491;0,0000;0,0000;0,0000;94,6000;93,8000
glass_blur;34,8000;42,6212;0,0000;0,0000;0,0000;87,1000;86,9000
motion_blur;36,5600;44,7771;0,0000;0,0000;0,0000;91,7000;91,1000
zoom_blur;37,0600;45,3949;0,0000;0,0000;0,0000;93,8000;91,5000
snow;36,6600;44,8992;0,0000;0,0000;0,0000;91,7000;91,6000
frost;37,6800;46,1512;0,0000;0,0000;0,0000;93,4000;95,0000
fog;37,4600;45,8790;0,0000;0,0000;0,0000;93,7000;93,6000
brightness;38,3800;47,0081;0,0000;0,0000;0,0000;95,2000;96,7000
contrast;37,8600;46,3701;0,0000;0,0000;0,0000;94,1000;95,2000
elastic_transform;36,1400;44,2623;0,0000;0,0000;0,0000;90,3000;90,4000
pixelate;34,9200;42,7704;0,0000;0,0000;0,0000;86,6000;88,0000
jpeg_compression;33,7600;41,3556;0,0000;0,0000;0,0000;83,1000;85,7000
speckle_noise;34,7600;42,5733;0,0000;0,0000;0,0000;86,4000;87,4000
gaussian_blur;36,3800;44,5670;0,0000;0,0000;0,0000;92,5000;89,4000
spatter;37,3600;45,7608;0,0000;0,0000;0,0000;94,4000;92,4000
saturate;38,0400;46,5897;0,0000;0,0000;0,0000;94,8000;95,4000
blue_noise;34,8800;42,7208;0,0000;0,0000;0,0000;86,6000;87,8000
brownish_noise;31,0400;38,0237;0,0000;0,0000;0,0000;76,4000;78,8000
checkerboard_cutout;35,4000;43,3571;0,0000;0,0000;0,0000;88,0000;89,0000
circular_motion_blur;37,0200;45,3414;0,0000;0,0000;0,0000;92,0000;93,1000
inverse_sparkles;29,5400;36,2000;0,0000;0,0000;0,0000;75,8000;71,9000
lines;31,8200;38,9729;0,0000;0,0000;0,0000;80,1000;79,0000
pinch_and_twirl;37,5800;46,0262;0,0000;0,0000;0,0000;94,2000;93,7000
ripple;34,7200;42,5231;0,0000;0,0000;0,0000;86,8000;86,8000
sparkles;34,8000;42,6234;0,0000;0,0000;0,0000;87,7000;86,3000
transverse_chromatic_abberation;33,0400;40,4782;0,0000;0,0000;0,0000;84,2000;81,0000
Acc_C-all-19;36,2453;44,3912;0,0000;0,0000;0,0000;90,5842;90,6421
Acc_C-original-15;36,1413;44,2640;0,0000;0,0000;0,0000;90,2000;90,5067
Acc_C-bar-10;33,9840;41,6220;0,0000;0,0000;0,0000;85,1800;84,7400
Acc_all-ex-pixelwise-noise-24;35,6542;43,6673;0,0000;0,0000;0,0000;89,2583;89,0125
RMSCE_C;0,0273;0,0334;0,0000;0,0000;0,0000;0,0664;0,0699
Combined_Noise;35,8680;43,9293;0,0000;0,0000;0,0000;89,8200;89,5200
