;config_517_avg;config_517_std;config_517_run_0;config_517_run_1;config_517_run_2
Standard_Acc;95,7700;0,0510;95,7900;95,8200;95,7000
RMSCE;0,0487;0,0029;0,0529;0,0465;0,0468
gaussian_noise;88,9873;0,1491;89,1940;88,9200;88,8480
shot_noise;91,0620;0,0580;91,0600;91,1340;90,9920
impulse_noise;94,9500;0,0610;94,9380;95,0300;94,8820
defocus_blur;84,1747;0,2396;84,0940;83,9300;84,5000
glass_blur;69,5367;0,5634;69,5800;70,2040;68,8260
motion_blur;80,4873;0,2673;80,6560;80,1100;80,6960
zoom_blur;81,1980;0,3719;80,8260;81,0620;81,7060
snow;87,2393;0,5669;87,9920;86,6240;87,1020
frost;85,9993;0,4638;86,6540;85,7060;85,6380
fog;88,1947;0,2759;88,2460;87,8340;88,5040
brightness;94,7207;0,0587;94,7980;94,7080;94,6560
contrast;73,3500;0,1076;73,2400;73,3140;73,4960
elastic_transform;86,8800;0,2881;86,8520;86,5420;87,2460
pixelate;82,1600;0,4395;81,6800;82,7420;82,0580
jpeg_compression;85,0487;0,4669;85,2880;84,3960;85,4620
speckle_noise;91,6640;0,0428;91,6500;91,7220;91,6200
gaussian_blur;77,0700;0,2504;76,9000;76,8860;77,4240
spatter;92,6107;0,1995;92,6840;92,3380;92,8100
saturate;92,9473;0,0803;92,9980;93,0100;92,8340
blue_noise;94,3173;0,3572;94,4460;94,6760;93,8300
brownish_noise;72,4067;0,7972;73,5200;71,6960;72,0040
checkerboard_cutout;83,5427;0,3128;83,5340;83,9300;83,1640
circular_motion_blur;91,2380;0,0484;91,2440;91,2940;91,1760
inverse_sparkles;67,3333;0,4647;67,9380;67,2540;66,8080
lines;82,3940;0,1730;82,6200;82,2000;82,3620
pinch_and_twirl;91,6947;0,1767;91,6660;91,4940;91,9240
ripple;85,3707;0,2294;85,2940;85,6820;85,1360
sparkles;85,8727;0,2652;86,0460;85,4980;86,0740
transverse_chromatic_abberation;57,0453;0,5119;57,5980;56,3640;57,1740
Acc_C-all-19;85,6990;0,0770;85,7542;85,5901;85,7526
Acc_C-original-15;84,9326;0,0827;85,0065;84,8171;84,9741
Acc_C-bar-10;81,1215;0,1911;81,3906;81,0088;80,9652
Acc_all-ex-pixelwise-noise-24;82,4381;0,1215;82,5812;82,2841;82,4492
RMSCE_C;0,0606;0,0015;0,0584;0,0618;0,0616
Combined_Noise;92,2667;0,1533;92,2300;92,1000;92,4700
