train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
5,8820;4,3244;9,7000;4,0841;8,5931;9,7000;8,5931
11,9680;4,0079;17,9600;3,6772;15,1448;17,9600;15,1448
19,0840;3,6861;21,8000;3,6197;18,9862;21,8000;18,9862
25,8320;3,4043;29,5200;3,3111;19,8759;29,5200;19,8759
32,0040;3,1696;35,1700;3,0322;25,9172;35,1700;25,9172
36,3160;3,0103;39,0400;2,8847;32,8138;39,0400;32,8138
40,4480;2,8686;43,8200;2,7588;32,8621;43,8200;32,8621
43,2300;2,7646;46,2000;2,6343;38,0759;46,2000;38,0759
45,7940;2,6739;49,2800;2,5969;37,0828;49,2800;37,0828
47,6160;2,6105;49,6000;2,5141;38,2690;49,6000;38,2690
49,8440;2,5384;51,8800;2,4787;40,7310;51,8800;40,7310
51,2320;2,4913;52,9300;2,4275;40,7931;52,9300;40,7931
52,3180;2,4483;55,8200;2,3368;46,6621;55,8200;46,6621
53,8160;2,3983;57,5000;2,3023;42,2414;57,5000;42,2414
54,9820;2,3502;57,5000;2,2784;47,0483;57,5000;47,0483
56,1260;2,3135;58,4300;2,2441;43,1517;58,4300;43,1517
56,8620;2,2822;60,0300;2,2060;46,0828;60,0300;46,0828
58,4300;2,2321;60,5900;2,1987;46,1241;60,5900;46,1241
59,1060;2,2101;61,6500;2,1570;46,9793;61,6500;46,9793
59,5720;2,1848;62,7000;2,0973;50,6207;62,7000;50,6207
60,2680;2,1637;62,8300;2,1104;47,2207;62,8300;47,2207
61,2340;2,1354;63,6100;2,0525;49,2345;63,6100;49,2345
62,5100;2,0907;64,1800;2,0460;50,3931;64,1800;50,3931
62,7540;2,0804;64,7100;2,0307;51,8138;64,7100;51,8138
62,9380;2,0769;65,6700;1,9889;51,1241;65,6700;51,1241
63,5940;2,0532;65,9100;1,9931;51,4690;65,9100;51,4690
63,9980;2,0379;65,7200;1,9886;51,6000;65,7200;51,6000
64,4140;2,0313;66,4600;1,9690;51,5655;66,4600;51,5655
64,4040;2,0242;66,5200;1,9627;51,8966;66,5200;51,8966
64,5060;2,0177;66,4000;1,9671;51,3793;66,4000;51,3793
56,2360;2,3044;57,8600;2,2808;44,0690;57,8600;44,0690
55,7100;2,3221;58,9700;2,2479;43,2828;58,9700;43,2828
56,7180;2,2905;60,3200;2,1707;45,0690;60,3200;45,0690
56,8660;2,2781;59,0300;2,2167;44,6966;59,0300;44,6966
58,0200;2,2454;60,4000;2,1952;47,0414;60,4000;47,0414
57,9880;2,2407;61,2900;2,1426;45,7172;61,2900;45,7172
59,0380;2,2065;62,9300;2,0970;50,5034;62,9300;50,5034
59,4420;2,1925;61,7500;2,1675;47,0414;61,7500;47,0414
59,7860;2,1757;63,0100;2,1060;45,9448;63,0100;45,9448
60,2680;2,1679;61,8100;2,1119;48,4069;61,8100;48,4069
60,7380;2,1389;64,3400;2,0363;48,9931;64,3400;48,9931
61,6040;2,1154;64,5600;2,0514;49,3931;64,5600;49,3931
61,7520;2,1055;64,1600;2,0565;48,6966;64,1600;48,6966
62,1120;2,0972;64,4600;2,0099;49,8138;64,4600;49,8138
62,5480;2,0794;64,5400;2,0323;49,6207;64,5400;49,6207
63,6200;2,0442;65,5300;2,0186;47,8690;65,5300;47,8690
63,4980;2,0412;65,8200;1,9913;53,3172;65,8200;53,3172
63,8000;2,0335;66,3500;1,9687;54,7241;66,3500;54,7241
63,9520;2,0285;66,5900;2,0030;52,6069;66,5900;52,6069
64,4360;2,0172;66,6400;1,9546;52,8483;66,6400;52,8483
64,9840;1,9953;67,2500;1,9217;49,4207;67,2500;49,4207
65,4480;1,9830;67,4900;1,9294;51,6345;67,4900;51,6345
65,1740;1,9832;68,0500;1,9204;54,6414;68,0500;54,6414
66,2480;1,9517;67,9600;1,9102;52,3241;67,9600;52,3241
66,8160;1,9348;68,7100;1,9042;52,7379;68,7100;52,7379
66,3420;1,9417;69,4800;1,8448;53,1103;69,4800;53,1103
67,0000;1,9145;68,7200;1,8881;54,2207;68,7200;54,2207
67,5560;1,8998;69,9000;1,8444;54,6828;69,9000;54,6828
67,7140;1,8946;70,0200;1,8408;54,5517;70,0200;54,5517
68,1340;1,8836;70,6100;1,8152;53,9862;70,6100;53,9862
68,5100;1,8722;71,1300;1,8064;55,6552;71,1300;55,6552
68,9160;1,8576;70,2700;1,8177;53,5517;70,2700;53,5517
69,0600;1,8469;71,3700;1,7896;53,7655;71,3700;53,7655
69,7060;1,8252;71,7000;1,7772;58,4414;71,7000;58,4414
70,0040;1,8166;71,6200;1,7818;57,2276;71,6200;57,2276
69,9720;1,8183;72,6200;1,7654;55,4552;72,6200;55,4552
70,2520;1,8030;73,0700;1,7360;56,4345;73,0700;56,4345
70,8200;1,7882;73,0900;1,7566;55,9793;73,0900;55,9793
71,0400;1,7796;72,9800;1,7392;59,1931;72,9800;59,1931
71,2180;1,7722;73,5800;1,7154;58,4276;73,5800;58,4276
71,5860;1,7597;73,5400;1,7106;56,9517;73,5400;56,9517
71,6040;1,7555;74,0800;1,7056;57,5034;74,0800;57,5034
71,9960;1,7451;74,1800;1,7044;58,1655;74,1800;58,1655
72,5620;1,7270;74,2700;1,6810;59,5586;74,2700;59,5586
72,5720;1,7195;74,0800;1,6961;59,3379;74,0800;59,3379
73,0400;1,7139;74,3900;1,6968;59,2552;74,3900;59,2552
73,2060;1,7031;74,8800;1,6774;58,8138;74,8800;58,8138
73,4860;1,6918;75,1200;1,6659;58,7586;75,1200;58,7586
73,7060;1,6856;75,4100;1,6543;59,2621;75,4100;59,2621
73,6800;1,6795;75,2900;1,6502;59,8207;75,2900;59,8207
74,1360;1,6672;75,5300;1,6505;59,4483;75,5300;59,4483
74,1220;1,6725;75,6300;1,6464;60,0069;75,6300;60,0069
74,4240;1,6611;75,4500;1,6385;59,9379;75,4500;59,9379
74,4320;1,6574;75,6900;1,6349;59,5655;75,6900;59,5655
74,4240;1,6609;75,8000;1,6328;59,9448;75,8000;59,9448
74,6280;1,6540;75,8800;1,6306;60,2414;75,8800;60,2414
74,7980;1,6526;75,9700;1,6286;60,3793;75,9700;60,3793
74,7040;1,6522;75,8500;1,6213;60,2069;75,8500;60,2069
74,5960;1,6528;75,9100;1,6285;60,4414;75,9100;60,4414
74,9180;1,6463;75,9900;1,6286;60,5379;75,9900;60,5379
67,6860;1,9009;67,7900;1,9014;52,6000;67,7900;52,6000
65,8600;1,9568;68,1300;1,8877;53,3448;68,1300;53,3448
66,3400;1,9447;68,2300;1,8928;52,3517;68,2300;52,3517
66,3280;1,9401;67,2200;1,9188;49,7655;67,2200;49,7655
66,0740;1,9453;68,2200;1,8851;53,1586;68,2200;53,1586
66,2160;1,9436;68,4900;1,9025;53,8621;68,4900;53,8621
66,6440;1,9320;69,5100;1,8425;54,5103;69,5100;54,5103
66,4580;1,9353;68,5600;1,8832;53,4897;68,5600;53,4897
66,5100;1,9341;69,0200;1,8588;52,0414;69,0200;52,0414
67,5320;1,9046;69,8600;1,8327;51,2138;69,8600;51,2138
66,7860;1,9239;68,8200;1,8545;50,8069;68,8200;50,8069
67,2700;1,9065;69,7600;1,8254;55,4690;69,7600;55,4690
67,6400;1,8970;69,6800;1,8484;55,0621;69,6800;55,0621
67,1680;1,9068;69,1600;1,8585;54,3724;69,1600;54,3724
67,5160;1,8955;70,0300;1,8257;53,2621;70,0300;53,2621
68,0260;1,8822;70,5200;1,7993;54,3724;70,5200;54,3724
67,8520;1,8854;70,5700;1,7936;56,9655;70,5700;56,9655
