;config_356_avg;config_356_std;config_356_run_0;config_356_run_1;config_356_run_2;config_356_run_3;config_356_run_4
Standard_Acc;90,9760;6,4476;96,2800;96,2400;96,2000;82,9600;83,2000
RMSCE;0,0574;0,0292;0,0891;0,0750;0,0783;0,0180;0,0265
gaussian_noise;66,8400;4,4813;70,8000;69,0000;71,5000;61,1000;61,8000
shot_noise;71,8000;5,9652;75,5000;77,5000;76,9000;64,0000;65,1000
impulse_noise;71,1800;4,5044;76,8000;75,6000;70,4000;64,7000;68,4000
defocus_blur;85,4200;5,9891;89,7000;90,9000;90,3000;78,2000;78,0000
glass_blur;71,1000;3,4018;73,7000;74,2000;73,6000;67,9000;66,1000
motion_blur;80,1600;6,7155;85,4000;86,3000;85,2000;72,2000;71,7000
zoom_blur;82,7800;6,4876;87,9000;87,5000;88,3000;72,5000;77,7000
snow;77,4400;5,3742;81,1000;81,9000;82,4000;71,6000;70,2000
frost;84,0400;6,0467;90,0000;86,9000;89,6000;78,4000;75,3000
fog;84,3600;4,9774;88,0000;88,0000;89,2000;77,8000;78,8000
brightness;89,3000;6,4000;95,1000;93,4000;95,0000;81,8000;81,2000
contrast;85,0600;5,0417;88,0000;90,1000;89,3000;79,4000;78,5000
elastic_transform;79,3000;6,0465;84,2000;82,4000;85,8000;73,0000;71,1000
pixelate;75,8600;5,7084;80,2000;81,2000;80,1000;69,5000;68,3000
jpeg_compression;66,5800;3,7467;71,7000;68,4000;67,9000;64,0000;60,9000
speckle_noise;71,7400;5,8346;78,8000;73,7000;76,2000;63,3000;66,7000
gaussian_blur;77,7000;5,9900;82,2000;82,1000;83,4000;71,0000;69,8000
spatter;83,2200;5,7038;88,3000;87,0000;88,2000;77,3000;75,3000
saturate;84,1400;6,1584;89,3000;89,2000;89,0000;76,8000;76,4000
blue_noise;69,2200;3,4470;72,8000;71,4000;71,8000;64,6000;65,5000
brownish_noise;46,0400;3,1206;50,0000;45,6000;49,1000;43,7000;41,8000
checkerboard_cutout;74,0800;5,3286;77,4000;78,5000;79,3000;67,3000;67,9000
circular_motion_blur;83,3200;7,3622;89,2000;88,5000;90,1000;72,9000;75,9000
inverse_sparkles;48,6800;2,3524;49,8000;49,7000;51,5000;47,8000;44,6000
lines;61,2400;4,6873;63,8000;63,9000;67,1000;56,2000;55,2000
pinch_and_twirl;83,3800;5,7080;87,6000;88,1000;88,4000;76,1000;76,7000
ripple;71,5800;5,5272;76,9000;75,4000;75,9000;65,4000;64,3000
sparkles;74,7000;4,8818;77,4000;80,4000;77,8000;70,3000;67,6000
transverse_chromatic_abberation;57,4200;2,6544;62,0000;56,4000;58,5000;55,9000;54,3000
Acc_C-all-19;78,3168;5,3805;82,9842;82,3842;82,7526;71,8158;71,6474
Acc_C-original-15;78,0813;5,2607;82,5400;82,2200;82,3667;71,7400;71,5400
Acc_C-bar-10;66,9660;4,3216;70,6900;69,7900;70,9500;62,0200;61,3800
Acc_all-ex-pixelwise-noise-24;75,2875;5,1023;79,5375;79,0000;79,7917;69,4583;68,6500
RMSCE_C;0,0733;0,0023;0,0742;0,0699;0,0714;0,0763;0,0748
Combined_Noise;76,9600;5,1575;81,4400;80,6200;81,4200;71,0200;70,3000
