;config_302_avg;config_302_std;config_302_run_0;config_302_run_1;config_302_run_2;config_302_run_3;config_302_run_4
Standard_Acc;79,5980;0,1473;79,7000;79,6000;79,6000;79,7600;79,3300
RMSCE;0,0243;0,0061;0,0207;0,0194;0,0260;0,0355;0,0200
gaussian_noise;54,6200;1,8378;54,4000;57,0000;55,5000;54,8000;51,4000
shot_noise;60,4800;2,3112;60,9000;61,1000;64,2000;58,8000;57,4000
impulse_noise;60,4600;2,9830;64,5000;58,1000;57,3000;63,6000;58,8000
defocus_blur;73,8000;0,9695;73,7000;75,0000;72,9000;74,8000;72,6000
glass_blur;61,8400;1,9571;62,5000;60,9000;63,4000;63,9000;58,5000
motion_blur;70,0800;1,8389;69,2000;73,1000;71,1000;69,2000;67,8000
zoom_blur;70,7800;1,4330;69,6000;72,5000;71,1000;68,7000;72,0000
snow;67,3000;1,9596;64,2000;66,6000;69,9000;68,8000;67,0000
frost;72,3400;2,2437;70,9000;71,4000;76,0000;73,7000;69,7000
fog;72,7800;1,4797;71,4000;70,7000;74,0000;74,5000;73,3000
brightness;77,8800;0,5492;77,2000;78,1000;77,5000;78,8000;77,8000
contrast;74,2800;0,5845;74,9000;74,2000;73,7000;73,6000;75,0000
elastic_transform;69,0400;1,0442;68,6000;70,0000;69,9000;69,5000;67,2000
pixelate;63,4000;1,3251;65,1000;61,6000;63,4000;64,6000;62,3000
jpeg_compression;58,6600;1,2076;59,5000;57,1000;58,7000;60,4000;57,6000
speckle_noise;59,8000;2,8726;64,2000;56,6000;61,1000;60,4000;56,7000
gaussian_blur;64,9000;1,3491;64,3000;63,9000;67,2000;65,6000;63,5000
spatter;72,0400;2,3001;71,5000;72,2000;73,4000;75,0000;68,1000
saturate;73,2800;1,6005;74,4000;73,3000;75,5000;72,3000;70,9000
blue_noise;59,7200;1,2254;58,5000;59,6000;61,4000;58,3000;60,8000
brownish_noise;40,0200;2,3861;42,2000;36,1000;42,8000;39,7000;39,3000
checkerboard_cutout;64,6800;1,1548;63,0000;65,6000;64,2000;66,3000;64,3000
circular_motion_blur;71,2800;0,8773;72,1000;72,1000;71,3000;69,7000;71,2000
inverse_sparkles;41,5200;2,5372;38,8000;38,6000;42,8000;45,3000;42,1000
lines;53,1400;1,8040;51,6000;51,4000;56,4000;53,5000;52,8000
pinch_and_twirl;73,4000;0,4099;73,7000;73,5000;73,5000;72,6000;73,7000
ripple;63,0400;1,3807;65,7000;62,6000;61,7000;62,4000;62,8000
sparkles;64,4000;1,2554;63,2000;65,5000;64,7000;65,9000;62,7000
transverse_chromatic_abberation;47,0600;1,7951;49,1000;46,1000;48,5000;47,5000;44,1000
Acc_C-all-19;67,2505;0,8931;67,4211;67,0211;68,2000;67,9474;65,6632
Acc_C-original-15;67,1827;0,7258;67,1067;67,1600;67,9067;67,8467;65,8933
Acc_C-bar-10;57,8260;0,5686;57,7900;57,1100;58,7300;58,1200;57,3800
Acc_all-ex-pixelwise-noise-24;65,0392;0,7109;64,8500;64,6708;65,9833;65,6792;64,0125
RMSCE_C;0,0978;0,0067;0,0935;0,0980;0,0877;0,1046;0,1055
Combined_Noise;66,2520;1,1800;66,9100;65,8500;67,2100;67,1800;64,1100
