;config_149_avg
Standard_Acc;74,4100
RMSCE;0,0258
gaussian_noise;51,6000
shot_noise;56,2000
impulse_noise;23,6000
defocus_blur;72,2000
glass_blur;56,6000
motion_blur;64,0000
zoom_blur;67,4000
snow;64,2000
frost;68,2000
fog;62,4000
brightness;70,4000
contrast;58,4000
elastic_transform;65,6000
pixelate;67,2000
jpeg_compression;63,0000
speckle_noise;54,0000
gaussian_blur;56,0000
spatter;63,6000
saturate;67,6000
blue_noise;43,2000
brownish_noise;38,6000
checkerboard_cutout;50,4000
circular_motion_blur;63,2000
inverse_sparkles;43,0000
lines;46,0000
pinch_and_twirl;64,2000
ripple;63,2000
sparkles;51,4000
transverse_chromatic_abberation;50,6000
Acc_C-all-19;60,6421
Acc_C-original-15;60,7333
Acc_C-bar-10;51,3800
Acc_all-ex-pixelwise-noise-24;59,8917
RMSCE_C;0,0961
Combined_Noise;48,5500
