;config_477_avg
Standard_Acc;80,9600
RMSCE;0,0299
gaussian_noise;69,1820
shot_noise;71,7100
impulse_noise;79,9800
defocus_blur;66,6240
glass_blur;38,1840
motion_blur;61,8460
zoom_blur;62,1380
snow;62,9140
frost;61,2020
fog;67,0860
brightness;77,7160
contrast;55,1140
elastic_transform;67,0120
pixelate;58,6680
jpeg_compression;60,0440
speckle_noise;72,2380
gaussian_blur;59,1700
spatter;73,9000
saturate;69,0580
blue_noise;78,4760
brownish_noise;33,0980
checkerboard_cutout;59,1400
circular_motion_blur;72,2820
inverse_sparkles;39,1260
lines;56,4500
pinch_and_twirl;73,8120
ripple;61,8440
sparkles;62,8700
transverse_chromatic_abberation;35,3980
Acc_C-all-19;64,9361
Acc_C-original-15;63,9613
Acc_C-bar-10;57,2496
Acc_all-ex-pixelwise-noise-24;59,7790
RMSCE_C;0,1071
Combined_Noise;74,9600
