;config_258_avg
Standard_Acc;80,9700
RMSCE;0,0502
gaussian_noise;49,2960
shot_noise;53,8960
impulse_noise;37,5740
defocus_blur;68,2680
glass_blur;54,4320
motion_blur;64,7100
zoom_blur;63,8640
snow;66,6660
frost;68,4460
fog;69,3080
brightness;78,5720
contrast;59,8480
elastic_transform;67,0040
pixelate;67,4500
jpeg_compression;58,9600
speckle_noise;53,1080
gaussian_blur;61,2380
spatter;70,1880
saturate;71,2600
blue_noise;46,3580
brownish_noise;36,3740
checkerboard_cutout;59,9060
circular_motion_blur;71,7700
inverse_sparkles;43,3640
lines;51,7220
pinch_and_twirl;73,2380
ripple;64,1440
sparkles;63,4640
transverse_chromatic_abberation;46,2160
Acc_C-all-19;62,3204
Acc_C-original-15;61,8863
Acc_C-bar-10;55,6556
Acc_all-ex-pixelwise-noise-24;62,5172
RMSCE_C;0,1276
Combined_Noise;60,3200
