;config_271_avg
Standard_Acc;79,5200
RMSCE;0,0283
gaussian_noise;49,9000
shot_noise;54,7240
impulse_noise;27,9120
defocus_blur;71,9780
glass_blur;59,4980
motion_blur;69,2180
zoom_blur;69,8540
snow;67,7720
frost;70,3600
fog;71,2320
brightness;77,1600
contrast;64,2140
elastic_transform;70,1200
pixelate;71,1860
jpeg_compression;62,1360
speckle_noise;52,9980
gaussian_blur;67,4120
spatter;70,0800
saturate;71,9700
blue_noise;46,1020
brownish_noise;38,6320
checkerboard_cutout;59,8820
circular_motion_blur;71,6260
inverse_sparkles;44,9320
lines;52,9520
pinch_and_twirl;73,6740
ripple;66,5260
sparkles;63,6420
transverse_chromatic_abberation;51,7400
Acc_C-all-19;64,1960
Acc_C-original-15;63,8176
Acc_C-bar-10;56,9708
Acc_all-ex-pixelwise-noise-24;64,9082
RMSCE_C;0,0832
Combined_Noise;51,2800
