;config_132_avg
Standard_Acc;82,5900
RMSCE;0,0478
gaussian_noise;23,9000
shot_noise;35,3000
impulse_noise;36,6000
defocus_blur;68,3000
glass_blur;37,5000
motion_blur;64,9000
zoom_blur;64,4000
snow;65,4000
frost;71,2000
fog;66,2000
brightness;77,4000
contrast;57,2000
elastic_transform;69,1000
pixelate;58,6000
jpeg_compression;60,6000
speckle_noise;41,5000
gaussian_blur;52,5000
spatter;72,8000
saturate;71,4000
blue_noise;47,6000
brownish_noise;38,1000
checkerboard_cutout;60,9000
circular_motion_blur;72,0000
inverse_sparkles;37,0000
lines;51,1000
pinch_and_twirl;73,9000
ripple;66,6000
sparkles;61,6000
transverse_chromatic_abberation;42,9000
Acc_C-all-19;57,6211
Acc_C-original-15;57,1067
Acc_C-bar-10;55,1700
Acc_all-ex-pixelwise-noise-24;60,9000
RMSCE_C;0,1962
Combined_Noise;52,7600
