;config_563_avg;config_563_std;config_563_run_0;config_563_run_1;config_563_run_2;config_563_run_3;config_563_run_4
Standard_Acc;82,8900;0,3057;82,4200;82,7100;83,3200;82,9500;83,0500
RMSCE;0,0187;0,0032;0,0143;0,0181;0,0198;0,0173;0,0239
gaussian_noise;60,6800;0,4956;60,1000;61,3000;61,2000;60,6000;60,2000
shot_noise;64,4800;2,8195;63,9000;65,7000;69,2000;61,0000;62,6000
impulse_noise;63,6600;1,3618;66,3000;63,2000;63,0000;63,4000;62,4000
defocus_blur;77,4000;0,5060;77,9000;76,7000;76,9000;77,9000;77,6000
glass_blur;65,3400;1,1253;65,1000;64,6000;66,9000;66,3000;63,8000
motion_blur;73,8000;1,2017;73,0000;75,5000;74,4000;74,1000;72,0000
zoom_blur;74,8600;1,8832;74,5000;74,7000;75,7000;71,8000;77,6000
snow;71,8800;1,0685;72,5000;72,0000;73,2000;70,0000;71,7000
frost;75,7000;1,4560;75,0000;74,2000;77,6000;77,3000;74,4000
fog;76,3000;1,3431;75,1000;74,5000;78,2000;76,6000;77,1000
brightness;80,4000;0,9295;79,7000;79,5000;82,1000;80,6000;80,1000
contrast;77,4200;0,6794;77,5000;76,6000;76,7000;78,0000;78,3000
elastic_transform;71,9400;0,5607;72,3000;71,9000;72,8000;71,4000;71,3000
pixelate;69,4800;1,4999;71,9000;68,0000;69,3000;70,3000;67,9000
jpeg_compression;62,8400;1,1910;64,0000;61,9000;62,6000;64,4000;61,3000
speckle_noise;64,7400;2,2177;68,8000;62,2000;64,8000;64,4000;63,5000
gaussian_blur;69,4000;1,8254;69,2000;66,9000;72,6000;69,1000;69,2000
spatter;76,1800;1,6522;75,0000;75,5000;78,6000;77,6000;74,2000
saturate;76,3600;1,8874;78,2000;74,3000;76,6000;78,6000;74,1000
blue_noise;63,6400;2,3329;63,4000;59,2000;65,0000;65,1000;65,5000
brownish_noise;43,2800;2,9465;42,5000;40,2000;48,9000;42,1000;42,7000
checkerboard_cutout;69,0200;0,9537;68,9000;68,3000;69,6000;67,8000;70,5000
circular_motion_blur;75,3200;1,2544;74,8000;76,4000;76,4000;73,1000;75,9000
inverse_sparkles;44,7800;2,2230;42,5000;43,3000;43,9000;48,8000;45,4000
lines;57,0600;1,4773;54,3000;56,8000;58,4000;57,8000;58,0000
pinch_and_twirl;76,2200;1,2921;73,9000;76,4000;76,4000;76,5000;77,9000
ripple;67,7600;1,3230;70,0000;66,0000;67,4000;67,2000;68,2000
sparkles;67,9400;1,7873;66,2000;70,3000;67,6000;69,7000;65,9000
transverse_chromatic_abberation;53,2200;1,2057;52,8000;51,9000;54,1000;55,1000;52,2000
Acc_C-all-19;71,2032;0,6672;71,5789;70,4842;72,2316;71,2316;70,4895
Acc_C-original-15;71,0787;0,5122;71,2533;70,6867;71,9867;70,9133;70,5533
Acc_C-bar-10;61,8240;0,7731;60,9300;60,8800;62,7700;62,3200;62,2200
Acc_all-ex-pixelwise-noise-24;68,9125;0,5882;68,6167;68,1833;69,8708;69,2542;68,6375
RMSCE_C;0,0792;0,0079;0,0731;0,0874;0,0680;0,0792;0,0881
Combined_Noise;70,2540;0,2636;70,4400;69,9700;70,6600;70,2000;70,0000
