;config_101_avg;config_101_std;config_101_run_0;config_101_run_1;config_101_run_2
Standard_Acc;80,0267;0,2500;80,2600;80,1400;79,6800
RMSCE;0,0405;0,0039;0,0426;0,0350;0,0440
gaussian_noise;18,9853;0,0825;19,0280;19,0580;18,8700
shot_noise;28,5393;0,0842;28,6580;28,4880;28,4720
impulse_noise;23,9640;0,6388;23,7800;24,8220;23,2900
defocus_blur;65,2867;0,3019;65,4860;64,8600;65,5140
glass_blur;22,3213;0,6810;22,4460;23,0860;21,4320
motion_blur;58,9313;0,4237;59,5260;58,5700;58,6980
zoom_blur;60,5380;0,3002;60,5980;60,1440;60,8720
snow;59,1387;0,6850;59,6240;59,6220;58,1700
frost;53,7620;0,6826;54,5540;53,8440;52,8880
fog;66,3060;0,5180;66,9700;66,2420;65,7060
brightness;77,3347;0,3391;77,1080;77,8140;77,0820
contrast;55,3280;0,7509;56,3540;55,0520;54,5780
elastic_transform;63,9287;0,4189;64,4980;63,7860;63,5020
pixelate;53,8180;0,9472;53,3320;52,9800;55,1420
jpeg_compression;53,8533;0,5133;54,4460;53,1940;53,9200
speckle_noise;30,3640;0,1036;30,4260;30,2180;30,4480
gaussian_blur;57,1173;0,3522;56,9460;56,7980;57,6080
spatter;64,1560;0,9012;64,8840;64,6980;62,8860
saturate;68,3993;0,1857;68,6400;68,1880;68,3700
blue_noise;25,3307;2,3196;28,3700;24,8800;22,7420
brownish_noise;34,3773;0,7055;34,7120;33,3960;35,0240
checkerboard_cutout;55,6300;0,1904;55,8680;55,6200;55,4020
circular_motion_blur;71,9093;0,8363;72,8300;70,8060;72,0920
inverse_sparkles;33,6233;0,5982;33,5100;34,4060;32,9540
lines;48,9847;0,8450;49,2880;49,8340;47,8320
pinch_and_twirl;70,7467;0,5334;71,2800;70,9420;70,0180
ripple;58,3833;1,2593;58,4560;56,8060;59,8880
sparkles;58,2040;0,5764;58,8460;58,3180;57,4480
transverse_chromatic_abberation;36,8567;1,0718;36,3000;35,9140;38,3560
Acc_C-all-19;51,6880;0,2130;51,9634;51,6560;51,4446
Acc_C-original-15;50,8024;0,2262;51,0939;50,7708;50,5424
Acc_C-bar-10;49,4046;0,3843;49,9460;49,0922;49,1756
Acc_all-ex-pixelwise-noise-24;56,2056;0,2231;56,5209;56,0383;56,0576
RMSCE_C;0,1897;0,0056;0,1964;0,1827;0,1899
Combined_Noise;48,4567;0,4127;47,9400;48,9500;48,4800
