;config_550_avg;config_550_std;config_550_run_0;config_550_run_1;config_550_run_2
Standard_Acc;82,7867;0,2007;83,0700;82,6600;82,6300
RMSCE;0,0230;0,0021;0,0217;0,0213;0,0259
gaussian_noise;71,5953;0,2470;71,5600;71,9140;71,3120
shot_noise;74,2300;0,2235;74,4660;74,2940;73,9300
impulse_noise;81,3327;0,0825;81,4460;81,3000;81,2520
defocus_blur;77,7940;0,1311;77,9400;77,8200;77,6220
glass_blur;66,9593;0,3617;66,9520;67,4060;66,5200
motion_blur;73,4827;0,1144;73,4440;73,6380;73,3660
zoom_blur;75,6633;0,2066;75,3720;75,7900;75,8280
snow;73,7960;0,2760;73,8040;74,1300;73,4540
frost;73,9453;0,3008;73,8500;74,3520;73,6340
fog;76,2927;0,3441;76,5320;76,5400;75,8060
brightness;81,4273;0,1083;81,5800;81,3400;81,3620
contrast;76,6747;0,1048;76,5520;76,8080;76,6640
elastic_transform;73,8520;0,1439;73,6940;74,0420;73,8200
pixelate;70,9873;0,9817;70,1320;70,4680;72,3620
jpeg_compression;64,0113;0,2702;63,7400;64,3800;63,9140
speckle_noise;74,7180;0,2288;74,5840;75,0400;74,5300
gaussian_blur;75,4233;0,2197;75,7340;75,2740;75,2620
spatter;76,4833;0,2008;76,7000;76,5340;76,2160
saturate;77,3487;0,1282;77,1740;77,4780;77,3940
blue_noise;69,2340;0,4784;69,8720;69,1100;68,7200
brownish_noise;46,8653;0,8396;47,4720;47,4460;45,6780
checkerboard_cutout;70,0973;0,4449;69,5360;70,1320;70,6240
circular_motion_blur;76,7207;0,3102;76,4720;77,1580;76,5320
inverse_sparkles;48,4113;0,5885;48,1320;49,2300;47,8720
lines;58,6813;0,4951;58,3940;59,3780;58,2720
pinch_and_twirl;77,2667;0,0759;77,3600;77,2660;77,1740
ripple;67,2207;1,1295;65,7340;67,4580;68,4700
sparkles;70,3213;0,2290;70,4680;70,4980;69,9980
transverse_chromatic_abberation;54,1013;1,1818;54,9460;52,4300;54,9280
Acc_C-all-19;74,5272;0,0966;74,4872;74,6604;74,4341
Acc_C-original-15;74,1363;0,1028;74,0709;74,2815;74,0564
Acc_C-bar-10;63,8920;0,0840;63,8386;64,0106;63,8268
Acc_all-ex-pixelwise-noise-24;70,1595;0,0951;70,0714;70,2915;70,1155
RMSCE_C;0,0547;0,0027;0,0524;0,0532;0,0585
Combined_Noise;77,4167;0,5265;77,9500;77,6000;76,7000
