;config_37_avg;config_37_std;config_37_run_0;config_37_run_1;config_37_run_2
Standard_Acc;81,9833;0,2007;82,1400;82,1100;81,7000
RMSCE;0,0249;0,0024;0,0219;0,0277;0,0251
gaussian_noise;44,1367;0,6186;45,0040;43,8020;43,6040
shot_noise;52,4407;0,6678;53,3420;52,2340;51,7460
impulse_noise;63,6547;1,3678;64,4320;64,8000;61,7320
defocus_blur;77,0127;0,2752;77,3520;77,0080;76,6780
glass_blur;50,6147;1,3535;48,7100;51,7320;51,4020
motion_blur;70,1600;0,2050;70,4140;69,9120;70,1540
zoom_blur;74,1520;0,3062;74,4400;74,2880;73,7280
snow;68,5433;0,2933;68,2500;68,4360;68,9440
frost;62,0173;0,2402;61,9760;61,7460;62,3300
fog;73,8180;0,4169;73,8460;74,3140;73,2940
brightness;80,3967;0,2164;80,6980;80,2920;80,2000
contrast;76,0600;0,5026;76,6280;76,1460;75,4060
elastic_transform;69,9860;0,4470;70,3120;70,2920;69,3540
pixelate;56,6347;1,6251;56,4660;54,7340;58,7040
jpeg_compression;56,9513;0,4784;56,7060;56,5280;57,6200
speckle_noise;54,3513;0,7473;55,2800;54,3240;53,4500
gaussian_blur;75,3020;0,2662;75,6120;75,3320;74,9620
spatter;74,0800;0,0724;74,1240;73,9780;74,1380
saturate;75,2480;0,2869;75,6520;75,0780;75,0140
blue_noise;64,3373;2,4868;60,8640;65,5960;66,5520
brownish_noise;40,1613;1,0693;41,6220;39,7700;39,0920
checkerboard_cutout;66,5240;0,6272;66,3320;65,8700;67,3700
circular_motion_blur;75,8040;0,5517;75,1120;76,4620;75,8380
inverse_sparkles;38,3407;0,5323;37,6220;38,5060;38,8940
lines;52,9960;0,7641;53,1160;52,0060;53,8660
pinch_and_twirl;73,5767;0,4365;73,8600;73,9100;72,9600
ripple;61,4633;0,9656;60,3180;61,3920;62,6800
sparkles;66,1340;0,3100;66,2220;65,7180;66,4620
transverse_chromatic_abberation;46,3607;0,8632;46,9620;46,9800;45,1400
Acc_C-all-19;66,0821;0,1474;66,2760;66,0514;65,9189
Acc_C-original-15;65,1052;0,1012;65,2384;65,0843;64,9931
Acc_C-bar-10;58,5698;0,2809;58,2030;58,6210;58,8854
Acc_all-ex-pixelwise-noise-24;65,0974;0,0646;65,0980;65,0179;65,1762
RMSCE_C;0,0882;0,0040;0,0860;0,0937;0,0847
Combined_Noise;64,2467;0,2915;64,2900;64,5800;63,8700
