;config_228_avg
Standard_Acc;80,1900
RMSCE;0,0343
gaussian_noise;51,2680
shot_noise;55,9920
impulse_noise;34,8200
defocus_blur;71,6560
glass_blur;59,1380
motion_blur;69,0040
zoom_blur;69,3280
snow;68,7620
frost;70,8200
fog;71,7720
brightness;77,8480
contrast;63,9480
elastic_transform;70,3100
pixelate;69,4960
jpeg_compression;61,5540
speckle_noise;54,9480
gaussian_blur;66,5320
spatter;70,3700
saturate;72,6200
blue_noise;48,3920
brownish_noise;39,4060
checkerboard_cutout;59,6700
circular_motion_blur;71,8920
inverse_sparkles;47,7120
lines;53,8140
pinch_and_twirl;74,2180
ripple;64,8840
sparkles;63,8040
transverse_chromatic_abberation;52,8100
Acc_C-all-19;64,7466
Acc_C-original-15;64,3811
Acc_C-bar-10;57,6602
Acc_all-ex-pixelwise-noise-24;65,0570
RMSCE_C;0,0962
Combined_Noise;55,5100
