;config_117_avg
Standard_Acc;74,4400
RMSCE;0,0408
gaussian_noise;24,1500
shot_noise;33,0700
impulse_noise;27,0100
defocus_blur;63,7600
glass_blur;25,2800
motion_blur;57,5000
zoom_blur;59,6900
snow;53,7200
frost;63,8100
fog;58,3100
brightness;70,9600
contrast;49,0100
elastic_transform;62,4000
pixelate;56,9600
jpeg_compression;54,0300
speckle_noise;35,1300
gaussian_blur;50,0300
spatter;58,2400
saturate;60,3900
blue_noise;23,0000
brownish_noise;27,5700
checkerboard_cutout;48,8600
circular_motion_blur;67,4100
inverse_sparkles;29,9000
lines;46,3100
pinch_and_twirl;67,2600
ripple;59,0300
sparkles;51,5200
transverse_chromatic_abberation;35,7200
Acc_C-all-19;50,7079
Acc_C-original-15;50,6440
Acc_C-bar-10;45,6580
Acc_all-ex-pixelwise-noise-24;53,2363
RMSCE_C;0,1434
Combined_Noise;47,1700
