;config_472_avg;config_472_std;config_472_run_0;config_472_run_1;config_472_run_2;config_472_run_3;config_472_run_4
Standard_Acc;82,0900;0,1188;81,9000;82,0900;82,1700;82,2500;82,0400
RMSCE;0,0228;0,0029;0,0183;0,0266;0,0225;0,0252;0,0215
gaussian_noise;61,2200;0,9537;61,7000;61,3000;59,6000;61,0000;62,5000
shot_noise;65,1800;1,7837;65,7000;65,7000;67,8000;62,4000;64,3000
impulse_noise;62,8400;1,2043;64,8000;61,8000;61,9000;63,7000;62,0000
defocus_blur;76,3000;1,6420;74,4000;77,9000;74,4000;78,2000;76,6000
glass_blur;65,3400;1,2339;66,1000;65,0000;67,1000;65,1000;63,4000
motion_blur;73,1800;1,5561;72,3000;75,6000;74,4000;72,1000;71,5000
zoom_blur;73,7600;1,5945;72,3000;74,9000;73,9000;71,7000;76,0000
snow;70,4800;1,6485;69,2000;72,0000;72,0000;71,3000;67,9000
frost;75,2800;2,0721;74,4000;73,6000;77,7000;77,8000;72,9000
fog;75,7600;0,6248;75,4000;74,8000;76,2000;75,8000;76,6000
brightness;80,0000;1,1314;78,2000;79,6000;79,8000;81,4000;81,0000
contrast;76,2600;0,7605;75,2000;77,3000;75,6000;76,5000;76,7000
elastic_transform;70,7600;0,9287;70,5000;70,9000;72,3000;70,7000;69,4000
pixelate;68,7600;1,1342;69,9000;68,0000;68,7000;70,1000;67,1000
jpeg_compression;61,6600;1,8683;64,1000;63,0000;60,1000;62,1000;59,0000
speckle_noise;64,8800;2,8965;70,3000;61,9000;63,0000;64,6000;64,6000
gaussian_blur;68,9000;2,1781;68,9000;65,8000;70,4000;72,0000;67,4000
spatter;75,4400;2,2339;76,0000;74,5000;76,7000;78,3000;71,7000
saturate;75,7200;0,7305;76,1000;74,8000;76,6000;76,2000;74,9000
blue_noise;63,1000;2,0435;62,9000;60,4000;66,2000;64,4000;61,6000
brownish_noise;41,9800;2,3886;41,3000;40,0000;45,6000;43,8000;39,2000
checkerboard_cutout;66,9800;1,0419;66,0000;65,9000;66,6000;68,5000;67,9000
circular_motion_blur;74,8200;1,0647;74,5000;73,8000;76,7000;73,9000;75,2000
inverse_sparkles;45,8600;2,0461;43,1000;47,4000;44,8000;48,9000;45,1000
lines;54,9400;2,3517;53,9000;52,8000;59,1000;55,9000;53,0000
pinch_and_twirl;75,1000;0,6419;74,8000;76,3000;74,7000;74,5000;75,2000
ripple;65,5400;1,4291;67,9000;64,3000;66,5000;64,6000;64,4000
sparkles;67,3400;1,5577;64,8000;69,3000;67,1000;68,6000;66,9000
transverse_chromatic_abberation;51,8200;2,4798;51,9000;48,2000;52,2000;55,9000;50,9000
Acc_C-all-19;70,6168;0,4804;70,8158;70,4421;70,9579;71,1053;69,7632
Acc_C-original-15;70,4520;0,3743;70,2800;70,7600;70,7667;70,6600;69,7933
Acc_C-bar-10;60,7480;0,9650;60,1100;59,8400;61,9500;61,9000;59,9400
Acc_all-ex-pixelwise-noise-24;67,9992;0,7022;67,5500;67,7375;68,7167;68,9125;67,0792
RMSCE_C;0,0763;0,0032;0,0750;0,0787;0,0766;0,0709;0,0801
Combined_Noise;69,6880;0,3968;70,0200;69,6000;69,9700;69,9000;68,9500
