;config_220_avg
Standard_Acc;80,3200
RMSCE;0,0443
gaussian_noise;50,8760
shot_noise;55,6640
impulse_noise;33,5300
defocus_blur;71,1620
glass_blur;58,4620
motion_blur;66,9500
zoom_blur;67,8940
snow;67,6300
frost;69,6020
fog;71,0840
brightness;78,1020
contrast;62,1560
elastic_transform;69,6660
pixelate;68,3720
jpeg_compression;59,9480
speckle_noise;54,6020
gaussian_blur;65,4860
spatter;70,4980
saturate;71,4040
blue_noise;47,1700
brownish_noise;37,4900
checkerboard_cutout;59,8740
circular_motion_blur;72,8080
inverse_sparkles;47,1780
lines;54,0500
pinch_and_twirl;73,9320
ripple;63,5060
sparkles;63,9360
transverse_chromatic_abberation;50,4060
Acc_C-all-19;63,8467
Acc_C-original-15;63,4065
Acc_C-bar-10;57,0350
Acc_all-ex-pixelwise-noise-24;64,2332
RMSCE_C;0,1154
Combined_Noise;56,3800
