;config_225_avg
Standard_Acc;80,4900
RMSCE;0,0375
gaussian_noise;52,3380
shot_noise;56,8960
impulse_noise;32,4940
defocus_blur;72,1500
glass_blur;59,7940
motion_blur;68,8780
zoom_blur;69,6420
snow;68,6800
frost;69,8560
fog;72,4220
brightness;77,6200
contrast;63,8980
elastic_transform;70,8320
pixelate;69,2240
jpeg_compression;61,3560
speckle_noise;55,8060
gaussian_blur;66,5680
spatter;70,2700
saturate;72,6520
blue_noise;44,5260
brownish_noise;39,4000
checkerboard_cutout;60,0540
circular_motion_blur;71,5340
inverse_sparkles;48,5600
lines;54,3760
pinch_and_twirl;74,8060
ripple;64,4960
sparkles;63,8680
transverse_chromatic_abberation;50,5080
Acc_C-all-19;64,8093
Acc_C-original-15;64,4053
Acc_C-bar-10;57,2128
Acc_all-ex-pixelwise-noise-24;65,0602
RMSCE_C;0,1018
Combined_Noise;55,7800
