;config_286_avg;config_286_std;config_286_run_0;config_286_run_1;config_286_run_2;config_286_run_3;config_286_run_4
Standard_Acc;78,8020;0,1961;78,5300;78,6000;78,9900;78,9200;78,9700
RMSCE;0,0241;0,0034;0,0248;0,0221;0,0252;0,0191;0,0293
gaussian_noise;54,0000;2,6268;53,9000;53,3000;54,6000;58,2000;50,0000
shot_noise;59,2200;1,4905;59,7000;57,7000;61,2000;60,2000;57,3000
impulse_noise;56,2600;2,8563;55,0000;56,1000;51,8000;58,2000;60,2000
defocus_blur;74,7000;0,8832;74,9000;75,0000;74,7000;73,1000;75,8000
glass_blur;63,0000;1,1747;64,2000;61,9000;62,5000;64,6000;61,8000
motion_blur;71,6200;1,3877;70,4000;72,3000;74,0000;71,1000;70,3000
zoom_blur;72,3800;1,5458;72,4000;74,1000;72,8000;69,5000;73,1000
snow;69,0200;1,3014;68,0000;69,7000;71,1000;68,9000;67,4000
frost;73,5400;1,7374;72,0000;71,3000;75,0000;75,9000;73,5000
fog;72,7600;1,5603;71,1000;70,7000;73,4000;74,2000;74,4000
brightness;76,8600;1,1110;75,9000;75,4000;77,0000;78,5000;77,5000
contrast;74,9200;1,1720;74,1000;75,8000;73,0000;75,8000;75,9000
elastic_transform;68,6600;0,6151;68,3000;68,1000;69,8000;68,3000;68,8000
pixelate;69,3600;0,9769;68,6000;70,0000;70,9000;68,2000;69,1000
jpeg_compression;61,5000;0,4050;61,4000;61,5000;61,9000;61,9000;60,8000
speckle_noise;57,7600;2,2114;59,4000;54,7000;56,5000;61,0000;57,2000
gaussian_blur;68,1600;1,1876;68,3000;67,6000;69,5000;69,2000;66,2000
spatter;72,2400;1,9085;71,5000;70,1000;72,2000;75,8000;71,6000
saturate;73,0200;0,7305;71,8000;73,0000;73,1000;74,1000;73,1000
blue_noise;56,7000;2,7452;55,0000;52,2000;59,4000;59,2000;57,7000
brownish_noise;42,0800;1,3688;41,5000;40,1000;42,5000;44,3000;42,0000
checkerboard_cutout;63,7200;1,4607;62,6000;63,6000;61,8000;64,7000;65,9000
circular_motion_blur;71,4400;0,8663;71,7000;70,1000;72,8000;71,3000;71,3000
inverse_sparkles;44,5400;1,6919;42,0000;44,3000;45,2000;47,2000;44,0000
lines;53,2800;1,8104;53,0000;51,3000;56,7000;52,8000;52,6000
pinch_and_twirl;72,7000;1,0178;70,9000;72,6000;72,7000;73,4000;73,9000
ripple;64,9600;1,2468;66,1000;66,6000;63,4000;63,8000;64,9000
sparkles;62,7600;1,7351;61,8000;65,3000;62,2000;64,1000;60,4000
transverse_chromatic_abberation;52,8000;1,9880;52,2000;51,1000;52,1000;56,7000;51,9000
Acc_C-all-19;67,8411;0,5542;67,4158;67,2789;68,1579;68,7737;67,5789
Acc_C-original-15;67,8533;0,4240;67,3267;67,5267;68,2467;68,4400;67,7267
Acc_C-bar-10;58,4980;0,7732;57,6800;57,7200;58,8800;59,7500;58,4600
Acc_all-ex-pixelwise-noise-24;66,2508;0,5033;65,6125;65,8958;66,6792;66,9750;66,0917
RMSCE_C;0,0743;0,0026;0,0737;0,0790;0,0724;0,0749;0,0715
Combined_Noise;64,0480;0,7324;64,0800;63,2400;63,7300;65,4100;63,7800
