;config_181_avg
Standard_Acc;80,4700
RMSCE;0,0314
gaussian_noise;50,8820
shot_noise;55,2820
impulse_noise;25,4540
defocus_blur;71,6520
glass_blur;58,6860
motion_blur;67,5520
zoom_blur;68,4900
snow;68,0480
frost;69,4880
fog;72,0740
brightness;77,5160
contrast;63,7560
elastic_transform;70,0600
pixelate;70,0580
jpeg_compression;60,1700
speckle_noise;54,4940
gaussian_blur;66,3400
spatter;70,8180
saturate;72,0580
blue_noise;44,1720
brownish_noise;37,5300
checkerboard_cutout;60,5780
circular_motion_blur;71,6560
inverse_sparkles;47,1460
lines;53,4860
pinch_and_twirl;73,7860
ripple;65,4940
sparkles;64,4180
transverse_chromatic_abberation;52,8720
Acc_C-all-19;63,8357
Acc_C-original-15;63,2779
Acc_C-bar-10;57,1138
Acc_all-ex-pixelwise-noise-24;64,7388
RMSCE_C;0,1076
Combined_Noise;52,3800
