;config_72_avg;config_72_std;config_72_run_0;config_72_run_1;config_72_run_2
Standard_Acc;81,7900;0,1273;81,6100;81,8800;81,8800
RMSCE;0,0273;0,0039;0,0304;0,0297;0,0219
gaussian_noise;70,4220;0,5513;70,4400;71,0880;69,7380
shot_noise;73,2547;0,2229;73,1420;73,5660;73,0560
impulse_noise;80,7360;0,1859;80,5860;80,6240;80,9980
defocus_blur;76,2687;0,4653;75,7180;76,2320;76,8560
glass_blur;56,5787;0,9348;57,9000;55,8820;55,9540
motion_blur;69,5947;0,5272;70,0720;69,8520;68,8600
zoom_blur;73,4587;0,1222;73,2860;73,5380;73,5520
snow;69,4520;0,4655;69,9920;69,5080;68,8560
frost;63,8947;1,8083;66,1420;63,8280;61,7140
fog;73,4400;0,4684;73,8480;73,6880;72,7840
brightness;80,1173;0,0654;80,0260;80,1760;80,1500
contrast;75,4853;0,2566;75,7700;75,5380;75,1480
elastic_transform;70,6947;0,2119;70,9440;70,4260;70,7140
pixelate;58,8053;0,4830;59,4760;58,3580;58,5820
jpeg_compression;58,3407;1,0861;58,5560;59,5500;56,9160
speckle_noise;74,0960;0,0339;74,1200;74,1200;74,0480
gaussian_blur;74,1073;0,6352;73,3300;74,1060;74,8860
spatter;76,0580;0,0906;76,0600;75,9460;76,1680
saturate;74,8520;0,2771;74,4920;74,8980;75,1660
blue_noise;77,5693;0,3952;77,5760;78,0500;77,0820
brownish_noise;42,3760;0,2302;42,1500;42,6920;42,2860
checkerboard_cutout;69,1787;0,3802;69,1120;68,7500;69,6740
circular_motion_blur;75,7453;0,2131;75,4720;75,7720;75,9920
inverse_sparkles;40,8260;2,0846;43,6760;40,0540;38,7480
lines;56,9413;0,6788;57,8320;56,8060;56,1860
pinch_and_twirl;74,6227;0,2804;74,9560;74,2700;74,6420
ripple;61,4933;0,8635;60,5800;61,2480;62,6520
sparkles;67,8187;0,3114;68,1900;67,8380;67,4280
transverse_chromatic_abberation;43,2627;0,6087;42,4640;43,9400;43,3840
Acc_C-all-19;71,0346;0,2148;71,2579;71,1013;70,7445
Acc_C-original-15;70,0362;0,3329;70,3932;70,1236;69,5919
Acc_C-bar-10;60,9834;0,1633;61,2008;60,9420;60,8074
Acc_all-ex-pixelwise-noise-24;65,9755;0,2173;66,2518;65,9540;65,7207
RMSCE_C;0,0800;0,0038;0,0814;0,0838;0,0748
Combined_Noise;76,4367;0,0340;76,4500;76,4700;76,3900
