;config_556_avg;config_556_std;config_556_run_0;config_556_run_1;config_556_run_2;config_556_run_3;config_556_run_4
Standard_Acc;81,9620;0,2841;81,9400;81,5700;81,8600;82,4500;81,9900
RMSCE;0,0189;0,0027;0,0208;0,0200;0,0149;0,0168;0,0222
gaussian_noise;62,2600;0,7255;62,6000;62,4000;63,2000;62,1000;61,0000
shot_noise;66,0200;1,1856;65,0000;66,0000;68,3000;65,5000;65,3000
impulse_noise;65,0000;1,5987;68,0000;63,8000;63,5000;64,7000;65,0000
defocus_blur;76,0800;0,7626;75,8000;76,6000;75,4000;77,3000;75,3000
glass_blur;65,7400;1,5538;65,5000;63,6000;66,0000;68,4000;65,2000
motion_blur;74,5600;1,1482;72,4000;75,0000;75,8000;75,0000;74,6000
zoom_blur;74,5000;1,3740;73,2000;75,1000;74,8000;72,8000;76,6000
snow;71,5800;0,5879;71,2000;71,8000;72,6000;70,9000;71,4000
frost;75,5200;1,9752;73,1000;73,4000;77,7000;77,6000;75,8000
fog;75,8400;0,9415;76,0000;74,0000;76,2000;76,6000;76,4000
brightness;79,6600;0,3441;79,5000;79,1000;79,9000;80,1000;79,7000
contrast;76,8600;0,5083;76,2000;77,0000;76,5000;76,9000;77,7000
elastic_transform;72,3000;1,5875;71,1000;71,4000;75,2000;72,8000;71,0000
pixelate;71,0000;1,0881;70,5000;71,9000;69,1000;72,0000;71,5000
jpeg_compression;63,1800;0,7884;63,1000;62,5000;63,3000;64,6000;62,4000
speckle_noise;66,4200;2,2990;70,0000;64,7000;64,8000;64,3000;68,3000
gaussian_blur;69,5000;1,2791;68,7000;68,5000;71,2000;70,9000;68,2000
spatter;75,0800;1,5497;74,6000;74,1000;76,1000;77,5000;73,1000
saturate;76,1200;1,1444;77,2000;75,1000;76,9000;77,0000;74,4000
blue_noise;62,4400;0,6406;62,9000;62,3000;63,4000;61,6000;62,0000
brownish_noise;43,0600;2,4614;41,4000;41,6000;47,9000;42,7000;41,7000
checkerboard_cutout;67,4000;0,9338;66,1000;67,4000;66,7000;68,1000;68,7000
circular_motion_blur;74,8000;1,5086;74,7000;74,2000;77,7000;74,0000;73,4000
inverse_sparkles;46,5400;2,5358;45,1000;45,2000;45,6000;51,6000;45,2000
lines;56,3800;2,0624;55,2000;53,7000;59,9000;56,9000;56,2000
pinch_and_twirl;75,0200;1,8038;72,1000;73,8000;76,1000;77,0000;76,1000
ripple;67,7200;0,9453;68,6000;68,2000;66,9000;66,3000;68,6000
sparkles;68,0200;1,5145;66,7000;70,6000;66,9000;68,9000;67,0000
transverse_chromatic_abberation;53,9800;2,4871;53,0000;50,0000;54,9000;57,6000;54,4000
Acc_C-all-19;71,4326;0,4332;71,2474;70,8421;71,9211;71,9474;71,2053
Acc_C-original-15;71,3400;0,4194;70,8800;70,9067;71,8333;71,8200;71,2600
Acc_C-bar-10;61,5360;0,8555;60,5800;60,7000;62,6000;62,4700;61,3300
Acc_all-ex-pixelwise-noise-24;68,7683;0,7398;67,9583;68,0750;69,5542;69,7292;68,5250
RMSCE_C;0,0729;0,0070;0,0652;0,0840;0,0750;0,0655;0,0748
Combined_Noise;69,9280;0,4732;70,1700;69,2500;70,5100;70,2100;69,5000
