;config_120_avg
Standard_Acc;74,6500
RMSCE;0,0360
gaussian_noise;44,9000
shot_noise;50,9000
impulse_noise;29,0000
defocus_blur;70,5000
glass_blur;56,1000
motion_blur;66,2000
zoom_blur;65,3000
snow;62,1000
frost;65,9000
fog;62,9000
brightness;71,0000
contrast;57,1000
elastic_transform;67,6000
pixelate;66,4000
jpeg_compression;60,3000
speckle_noise;51,6000
gaussian_blur;57,9000
spatter;64,9000
saturate;64,8000
blue_noise;43,5000
brownish_noise;30,9000
checkerboard_cutout;55,3000
circular_motion_blur;64,7000
inverse_sparkles;40,6000
lines;47,2000
pinch_and_twirl;67,3000
ripple;63,8000
sparkles;52,7000
transverse_chromatic_abberation;50,0000
Acc_C-all-19;59,7579
Acc_C-original-15;59,7467
Acc_C-bar-10;51,6000
Acc_all-ex-pixelwise-noise-24;59,6458
RMSCE_C;0,0926
Combined_Noise;50,2300
