;config_597_avg
Standard_Acc;81,7800
RMSCE;0,0561
gaussian_noise;68,4420
shot_noise;71,8080
impulse_noise;80,4080
defocus_blur;76,5700
glass_blur;65,4640
motion_blur;70,6740
zoom_blur;74,9900
snow;71,5760
frost;71,6400
fog;71,1920
brightness;80,2860
contrast;74,3460
elastic_transform;72,9020
pixelate;74,6920
jpeg_compression;68,0720
speckle_noise;72,3600
gaussian_blur;74,4120
spatter;74,4380
saturate;74,6220
blue_noise;61,7080
brownish_noise;43,2220
checkerboard_cutout;67,9320
circular_motion_blur;76,6860
inverse_sparkles;43,9900
lines;56,4960
pinch_and_twirl;76,7340
ripple;71,5700
sparkles;67,9920
transverse_chromatic_abberation;53,1660
Acc_C-all-19;73,0997
Acc_C-original-15;72,8708
Acc_C-bar-10;61,9496
Acc_all-ex-pixelwise-noise-24;68,9027
RMSCE_C;0,0984
Adversarial_accuracy_autoattack;0,0440
Combined_Noise;75,6900
