;config_259_avg
Standard_Acc;80,5200
RMSCE;0,0384
gaussian_noise;50,7680
shot_noise;55,6500
impulse_noise;33,9260
defocus_blur;70,0480
glass_blur;57,3140
motion_blur;66,5460
zoom_blur;66,8100
snow;67,3700
frost;70,1320
fog;70,1500
brightness;78,4100
contrast;60,9420
elastic_transform;68,9320
pixelate;67,1700
jpeg_compression;59,0940
speckle_noise;54,1680
gaussian_blur;63,4780
spatter;70,0140
saturate;71,5580
blue_noise;49,0360
brownish_noise;38,7200
checkerboard_cutout;59,9720
circular_motion_blur;72,3840
inverse_sparkles;46,2680
lines;52,0300
pinch_and_twirl;73,9000
ripple;62,6700
sparkles;63,3940
transverse_chromatic_abberation;48,6900
Acc_C-all-19;63,2884
Acc_C-original-15;62,8841
Acc_C-bar-10;56,7064
Acc_all-ex-pixelwise-noise-24;63,5832
RMSCE_C;0,0993
Combined_Noise;58,3600
