;config_264_avg
Standard_Acc;80,6000
RMSCE;0,0455
gaussian_noise;51,0040
shot_noise;55,0340
impulse_noise;36,7800
defocus_blur;68,9460
glass_blur;55,8120
motion_blur;66,0740
zoom_blur;65,5600
snow;66,2800
frost;69,7180
fog;70,2720
brightness;78,3120
contrast;61,1660
elastic_transform;68,5900
pixelate;65,0580
jpeg_compression;58,7800
speckle_noise;53,6060
gaussian_blur;61,9080
spatter;68,8500
saturate;71,1220
blue_noise;46,4600
brownish_noise;37,7140
checkerboard_cutout;58,6580
circular_motion_blur;71,0020
inverse_sparkles;44,8300
lines;52,2640
pinch_and_twirl;73,6240
ripple;61,8300
sparkles;61,7140
transverse_chromatic_abberation;46,2880
Acc_C-all-19;62,7827
Acc_C-original-15;62,4924
Acc_C-bar-10;55,4384
Acc_all-ex-pixelwise-noise-24;62,6822
RMSCE_C;0,1025
Combined_Noise;57,3500
